Date,Open,High,Low,Close,Volume,Stock Splits,MA_short,MA_long,signal,position,trade_cost,market_ret,strategy_ret,strategy_ret_net,market_ret_net,cumulative_market,cumulative_strategy,portfolio_value
2015-01-30,166.5538694200649,167.88250608803452,165.35808754923485,165.62380981445312,197729700,0.0,168.22504501342775,,0,0.0,0.0,-0.012574877971921361,-0.0,-0.0,-0.012574877971921361,0.970890430563805,1.0,10000.0
2015-02-02,166.12207762372358,167.76627156987308,164.30349351966183,167.6749267578125,163107000,0.0,168.0793113708496,,0,0.0,0.0,0.012384191292648117,0.0,0.0,0.012384191292648117,0.9829141233801086,1.0,10000.0
2015-02-03,168.571717501736,170.10796728625976,168.19803888875214,170.0996551513672,124212900,0.0,168.2088508605957,,0,0.0,0.0,0.014460888341743194,0.0,0.0,0.014460888341743194,0.9971279347678308,1.0,10000.0
2015-02-04,169.33569421776428,170.54808757140913,168.9952261156726,169.4519500732422,134306700,0.0,168.38489685058593,,0,0.0,0.0,-0.003807797714514005,-0.0,-0.0,-0.003807797714514005,0.9933310732967437,1.0,10000.0
2015-02-05,170.11623417093082,171.31201564022268,170.0415009968338,171.16253662109375,97953200,0.0,168.54308547973633,,0,0.0,0.0,0.010094817717424931,0.0,0.0,0.010094817717424931,1.0033585694147285,1.0,10000.0
2015-02-06,171.5280334832023,172.092714085199,170.16617313490204,170.6893310546875,125672000,0.0,168.52855834960937,,0,0.0,0.0,-0.002764656190237469,-0.0,-0.0,-0.002764656190237469,1.0005846279347683,1.0,10000.0
2015-02-09,170.04156409847695,170.76401039138108,169.5184063437866,169.92530822753906,87219000,0.0,168.5443359375,,0,0.0,0.0,-0.004476101830310997,-0.0,-0.0,-0.004476101830310997,0.9961059092502884,1.0,10000.0
2015-02-10,170.96326644448823,171.99295740912893,169.96677333286186,171.73553466796875,96164200,0.0,168.71705703735353,,0,0.0,0.0,0.010653071395378522,0.0,0.0,0.010653071395378522,1.00671749661889,1.0,10000.0
2015-02-11,171.5694980684398,172.26703327799152,170.92178499229328,171.83522033691406,91087800,0.0,168.91842803955078,,0,0.0,0.0,0.0005804603522390206,0.0,0.0,0.0005804603522390206,1.0073018562115827,1.0,10000.0
2015-02-12,172.6323726088295,173.54582041339742,171.86840384088927,173.48768615722656,97545900,0.0,169.25307846069336,,0,0.0,0.0,0.00961657230149049,0.0,0.0,0.00961657230149049,1.016988647341267,1.0,10000.0
2015-02-13,173.6122949702512,174.2516959129132,173.35485949500125,174.20187377929688,93670400,0.0,169.6998374938965,,0,0.0,0.0,0.004116647341892987,0.0,0.0,0.004116647341892987,1.0211752309530797,1.0,10000.0
2015-02-17,173.88629969098562,174.6502812348143,173.63718904727858,174.47589111328125,76968200,0.0,170.0519287109375,,0,0.0,0.0,0.0015729872936471878,0.0,0.0,0.0015729872936471878,1.0227815266159561,1.0,10000.0
2015-02-18,174.10221768649967,174.56724112991867,173.83648276400965,174.4925079345703,80652900,0.0,170.3869956970215,,0,0.0,0.0,9.523849503234594e-05,0.0,0.0,9.523849503234594e-05,1.022878934789298,1.0,10000.0
2015-02-19,173.89465793754007,174.73336022593895,173.75349097836056,174.36798095703125,91462500,0.0,170.67348556518556,,0,0.0,0.0,-0.0007136522880727414,-0.0,-0.0,-0.0007136522880727414,1.0221489548970641,1.0,10000.0
2015-02-20,173.95274408655172,175.4889940619526,173.32994209721713,175.4142608642578,140896400,0.0,170.88689880371095,,0,0.0,0.0,0.00600041304305976,0.0,0.0,0.00600041304305976,1.0282822708179784,1.0,10000.0
2015-02-23,175.16513100605164,175.38934326171875,174.78314022494982,175.38934326171875,74411100,0.0,171.1459846496582,,0,0.0,0.0,-0.00014205003867018284,-0.0,-0.0,-0.00014205003867018284,1.0281362032816448,1.0,10000.0
2015-02-24,175.3146086280829,176.08688970444285,175.01566315835314,175.88758850097656,72472300,0.0,171.41005477905273,,0,0.0,0.0,0.002840795398351581,0.0,0.0,0.002840795398351581,1.031056927876806,1.0,10000.0
2015-02-25,175.7630397296052,176.2446748194243,175.3976605117466,175.73812866210938,73061700,0.0,171.77916870117187,,0,0.0,0.0,-0.000849746364373849,-0.0,-0.0,-0.000849746364373849,1.0301807910008802,1.0,10000.0
2015-02-26,175.64678871208758,175.80456725788164,174.9243297219221,175.53053283691406,72697900,0.0,172.24585494995117,,0,0.0,0.0,-0.0011812793659278231,-0.0,-0.0,-0.0011812793659278231,1.0289638596892956,1.0,10000.0
2015-02-27,175.4308817563562,175.6966167204569,174.88282556704436,174.93264770507812,108076000,0.0,172.60583572387696,,0,0.0,0.0,-0.003406160296860916,-0.0,-0.0,-0.003406160296860916,1.0254590438435172,1.0,10000.0
2015-03-02,175.03230115309572,176.09521572331582,174.98247901245122,176.03709411621094,87491400,0.0,173.12649993896486,,0,0.0,0.0,0.00631355224780461,0.0,0.0,0.00631355224780461,1.031933333094807,1.0,10000.0
2015-03-03,175.60526699666443,176.08690210241457,174.45100770439885,175.3146209716797,110325800,0.0,173.50848464965821,,0,0.0,0.0,-0.004104096060880802,-0.0,-0.0,-0.004104096060880802,1.027698179567361,1.0,10000.0
2015-03-04,174.71674373745978,174.79148961924065,173.6040070284865,174.57557678222656,114497200,0.0,173.73228073120117,,0,0.0,0.0,-0.004215530828843517,-0.0,-0.0,-0.004215530828843517,1.0233658862086483,1.0,10000.0
2015-03-05,174.89938004589757,175.04885909294708,174.25997920905664,174.7665252685547,76873000,0.0,173.9980094909668,,0,0.0,0.0,0.0010937869422955604,0.0,0.0,0.0010937869422955604,1.024485230452174,1.0,10000.0
2015-03-06,173.90293492350548,174.33474788284266,171.97640721504857,172.30856323242188,188128000,0.0,174.0553108215332,,0,0.0,0.0,-0.014064261061183192,-0.0,-0.0,-0.014064261061183192,1.0100766027177683,1.0,10000.0
2015-03-09,172.50784425139392,173.37975686266643,172.35006572678242,173.02268981933594,89818900,0.0,174.17197875976564,,0,0.0,0.0,0.0041444637081140545,0.0,0.0,0.0041444637081140545,1.0142628285401472,1.0,10000.0
2015-03-10,171.65259434369486,171.73562703369757,170.1744654787068,170.2159881591797,157121300,0.0,174.18651275634767,,0,0.0,0.0,-0.016221581476319136,-0.0,-0.0,-0.016221581476319136,0.9978098814285813,1.0,10000.0
2015-03-11,170.47338017100276,170.6477703290347,169.73432220780225,169.81736755371094,110145700,0.0,174.09060440063476,,0,0.0,0.0,-0.0023418517248566806,-0.0,-0.0,-0.0023418517248566806,0.9954731586366787,1.0,10000.0
2015-03-12,170.44841389412602,172.0427851858268,170.39859177109423,171.9763641357422,93993500,0.0,174.09766159057617,,0,0.0,0.0,0.01271363826405092,0.0,0.0,0.01271363826405092,1.0081292442771577,1.0,10000.0
2015-03-13,171.70237931453718,172.66563686984932,169.88379527369824,170.9217987060547,162410900,0.0,173.96936721801757,,0,0.0,0.0,-0.006132037009778379,-0.0,-0.0,-0.006132037009778379,1.0019473584406102,1.0,10000.0
2015-03-16,171.65251930450134,173.2967128307233,170.94667205785777,173.2053680419922,136099200,0.0,173.91954193115234,171.063115234375,1,1.0,0.0015,0.013360316549585916,0.0,-0.0015,0.013360316549585916,1.0153336923153982,0.9985,9985.0
2015-03-17,172.46633948005277,173.07252990561386,171.87674798548153,172.6905517578125,94510400,0.0,173.8302749633789,171.10513427734375,1,0.0,0.0,-0.0029722882725833344,-0.0029722882725833344,-0.0029722882725833344,-0.0029722882725833344,1.0123158278889703,0.9955321701598256,9955.321701598257
2015-03-18,172.21718337229515,175.4391493029343,171.57776986451694,174.7665252685547,228808500,0.0,173.84397583007814,171.25028747558594,1,0.0,0.0,0.012021349689435246,0.012021349689435246,0.012021349689435246,0.012021349689435246,1.0244852304521739,1.0074998105043993,10074.998105043993
2015-03-19,174.35133586484864,174.77483663026706,173.57905485621723,173.96934509277344,117917300,0.0,173.82404403686525,171.41105377197266,1,0.0,0.0,-0.004561400843532626,-0.004561400843532626,-0.004561400843532626,-0.004561400843532626,1.0198121426578026,1.0029042000189057,10029.042000189056
2015-03-20,174.92108508126748,176.01376634142156,174.7375799979974,175.5049591064453,177715100,0.0,173.8285789489746,171.56117767333984,1,0.0,0.0,0.008826923001020504,0.008826923001020504,0.008826923001020504,0.008826923001020504,1.0288139459165488,1.0117567581698725,10117.567581698726
2015-03-23,175.5132729783155,176.08881041728557,175.16294860839844,175.16294860839844,71784500,0.0,173.8172592163086,171.64483917236328,1,0.0,0.0,-0.0019487227015587694,-0.0019487227015587694,-0.0019487227015587694,-0.0019487227015587694,1.026809072824461,1.0097851248067713,10097.851248067713
2015-03-24,175.0378425022575,175.4965924373723,174.11198066589287,174.1787109375,77805300,0.0,173.73181533813477,171.73621826171876,1,0.0,0.0,-0.005618983230859187,-0.005618983230859187,-0.005618983230859187,-0.005618983230859187,1.0210394498629662,1.004111159123711,10041.111591237111
2015-03-25,174.3872555336764,174.62080514368165,171.58464748611448,171.6263427734375,159521700,0.0,173.52622604370117,171.80312286376954,1,0.0,0.0,-0.014653732079682014,-0.014653732079682014,-0.014653732079682014,-0.014653732079682014,1.0060774113218884,0.9893971832196933,9893.971832196932
2015-03-26,170.959018529593,172.13510276882835,170.2583571643623,171.21759033203125,153067200,0.0,173.31057891845703,171.87131866455078,1,0.0,0.0,-0.002381641622147934,-0.002381641622147934,-0.002381641622147934,-0.002381641622147934,1.0036812954839813,0.9870407937073014,9870.407937073014
2015-03-27,171.10085769648754,171.78482075581417,170.90900337920792,171.6096649169922,118939000,0.0,173.14442977905273,171.96761840820312,1,0.0,0.0,0.002289920002965795,0.002289920002965795,0.002289920002965795,0.002289920002965795,1.0059796453591128,0.989301038164555,9893.01038164555
2015-03-30,172.6439854479199,174.00358804274632,172.6273124212665,173.70330810546875,96180400,0.0,173.02774047851562,172.13635070800783,1,0.0,0.0,0.012200030747040236,0.012200030747040236,0.012200030747040236,0.012200030747040236,1.0182526279633906,1.0013705412482414,10013.705412482414
2015-03-31,172.87750824648245,173.57816980964458,172.1268148836293,172.18519592285156,126768700,0.0,172.87126922607422,172.23137329101561,1,0.0,0.0,-0.00873968492123034,-0.00873968492123034,-0.00873968492123034,-0.00873968492123034,1.0093534208247756,0.99261887822833,9926.1887822833
2015-04-01,172.15183144393234,172.17685370669852,170.58370176392452,171.5762939453125,137303600,0.0,172.7213050842285,172.30707580566406,1,0.0,0.0,-0.0035363201480566042,-0.0035363201480566042,-0.0035363201480566042,-0.0035363201480566042,1.005784023986203,0.9891086600899097,9891.086600899098
2015-04-02,171.5096426704183,172.64403243917602,171.32613750727333,172.19361877441406,86900900,0.0,172.5926597595215,172.37818450927733,1,0.0,0.0,0.0035979610872018952,0.0035979610872018952,0.0035979610872018952,0.0035979610872018952,1.0094027957666347,0.9926674345599277,9926.674345599276
2015-04-06,171.3010665658552,173.87012539250313,171.16761871671198,173.3529815673828,114368200,0.0,172.64488067626954,172.42232421875,1,0.0,0.0,0.006732902190107248,0.006732902190107248,0.006732902190107248,0.006732902190107248,1.0161990060609523,0.9993509673041243,9993.509673041242
2015-04-07,173.3779652348547,174.12865853822265,172.86082152486782,172.89418029785156,81236300,0.0,172.63845520019532,172.47605529785156,1,0.0,0.0,-0.002646630391833882,-0.002646630391833882,-0.002646630391833882,-0.002646630391833882,1.01350950288736,0.9967060546619486,9967.060546619487
2015-04-08,173.11942740696747,173.9201653909475,172.7273949279874,173.47808837890625,89351900,0.0,172.80156021118165,172.53349334716796,1,0.0,0.0,0.00337725700222391,0.00337725700222391,0.00337725700222391,0.00337725700222391,1.0169323849528067,1.0000721871642146,10000.721871642147
2015-04-09,173.31120887159955,174.47895666271535,172.8190874973076,174.2454071044922,85548900,0.0,173.0229621887207,172.65128448486328,1,0.0,0.0,0.004423144921391842,0.004423144921391842,0.004423144921391842,0.004423144921391842,1.0214304242667096,1.0044956513798953,10044.956513798952
2015-04-10,174.49568598921678,175.23804285485818,174.29550787645923,175.1963348388672,72722900,0.0,173.18396072387696,172.83127502441405,1,0.0,0.0,0.0054574048761282246,0.0054574048761282246,0.0054574048761282246,0.0054574048761282246,1.0270047836447285,1.0099775908457855,10099.775908457856
2015-04-13,175.05456560657154,175.68849700445406,174.35391664549235,174.40396118164062,74436600,0.0,173.35806884765626,172.96469360351563,1,0.0,0.0,-0.004522775307801541,-0.004522775307801541,-0.004522775307801541,-0.004522775307801541,1.022359871768266,1.0054096891364754,10054.096891364754
2015-04-14,174.2037954858379,174.92113025272857,173.57821328427636,174.7376251220703,75099900,0.0,173.43468170166017,173.14696990966797,1,0.0,0.0,0.0019131672134566902,0.0019131672134566902,0.0019131672134566902,0.0019131672134566902,1.0243158171552869,1.007333205989823,10073.33205989823
2015-04-15,175.20466881068924,176.0304289088538,175.12125278597637,175.52162170410156,99529300,0.0,173.57623519897462,173.30390380859376,1,0.0,0.0,0.004486707321812,0.004486707321812,0.004486707321812,0.004486707321812,1.0289116224319654,1.0118528152606419,10118.52815260642
2015-04-16,175.1879482946507,175.98034946217922,174.98775751156623,175.47154235839844,68934900,0.0,173.6114860534668,173.41134155273437,1,0.0,0.0,-0.0002853172459148512,-0.0002853172459148512,-0.0002853172459148512,-0.0002853172459148512,1.0286180562015634,1.0115641162021205,10115.641162021206
2015-04-17,174.27883693263118,174.5207230819322,172.6689990165912,173.45306396484375,191113200,0.0,173.5856719970703,173.4913638305664,1,0.0,0.0,-0.011503166646999463,-0.011503166646999463,-0.011503166646999463,-0.011503166646999463,1.0167856912849642,0.9999279255993228,9999.279255993228
2015-04-20,174.37890352344175,175.3714957139419,174.29550022262177,175.03785705566406,92189500,0.0,173.56231689453125,173.56887023925782,0,-1.0,0.0015,0.009136725835765747,0.009136725835765747,0.007636725835765747,0.009136725835765747,1.0260757833799645,1.0075641010226506,10075.641010226505
2015-04-21,175.72185153245826,175.88033437809258,174.52908102479145,174.82936096191406,72559800,0.0,173.54563751220704,173.65167083740235,0,0.0,0.0,-0.0011911485735551786,-0.0,-0.0,-0.0011911485735551786,1.024853574674232,1.0075641010226506,10075.641010226505
2015-04-22,175.17133526551024,175.87199693342006,174.24547319157696,175.68849182128906,78264600,0.0,173.6211265563965,173.76693450927735,0,0.0,0.0,0.004914110848704301,0.0,0.0,0.004914110848704301,1.029889818743872,1.0075641010226506,10075.641010226505
2015-04-23,175.28808032483272,176.78114323569324,175.17130552125977,176.1305389404297,102585900,0.0,173.8463363647461,173.85483459472655,0,0.0,0.0,0.0025160846596046227,0.0,0.0,0.0025160846596046227,1.0324811087178964,1.0075641010226506,10075.641010226505
2015-04-24,176.54762536390942,176.80619728062217,176.08886257901523,176.53927612304688,61327400,0.0,174.11242065429687,173.94891571044923,1,1.0,0.0015,0.0023206491337395274,0.0,-0.0015,0.0023206491337395274,1.0348771351084451,1.0060527548711167,10060.527548711167
2015-04-27,177.10644540710808,177.23155672256055,175.61338249604708,175.80523681640625,79358100,0.0,174.32219924926758,173.99526672363282,1,0.0,0.0,-0.0041579376712126415,-0.0041579376712126415,-0.0041579376712126415,-0.0041579376712126415,1.030574180483301,1.0018696502224107,10018.696502224107
2015-04-28,175.78023115153326,176.4141497555159,174.60413376522976,176.36410522460938,86863500,0.0,174.45523910522462,174.03851135253908,1,0.0,0.0,0.0031789064894964802,0.0031789064894964802,0.0031789064894964802,0.0031789064894964802,1.033850279433547,1.0050545001551323,10050.545001551323
2015-04-29,175.4716261559631,176.23900543300977,174.82937095090892,175.63845825195312,125684900,0.0,174.62790222167968,174.0617626953125,1,0.0,0.0,-0.004114482205617165,-0.004114482205617165,-0.004114482205617165,-0.004114482205617165,1.0295965208555453,1.0009192212985685,10009.192212985685
2015-04-30,175.06289765178974,175.45493011644547,173.17780212535993,173.8784637451172,161304900,0.0,174.7430107116699,174.04948181152344,1,0.0,0.0,-0.010020553154202916,-0.010020553154202916,-0.010020553154202916,-0.010020553154202916,1.01927939419093,0.9908894570384827,9908.894570384828
2015-05-01,174.66251918714363,175.8052578239885,174.56243012282167,175.7635498046875,103399700,0.0,174.9215072631836,174.07739318847655,1,0.0,0.0,0.010841400475757546,0.010841400475757546,0.010841400475757546,0.010841400475757546,1.0303298103000413,1.0016320864694428,10016.320864694428
2015-05-04,176.1889585527394,176.84791223163398,176.08053296478977,176.2640380859375,70927200,0.0,175.06706008911132,174.09438873291015,1,0.0,0.0,0.0028475089505539675,0.0028475089505539675,0.0028475089505539675,0.0028475089505539675,1.0332636836568934,1.0044842428008265,10044.842428008265
2015-05-05,176.02206377650785,176.38073735145537,174.103610067535,174.2454071044922,113326200,0.0,175.13462142944337,174.07151000976563,1,0.0,0.0,-0.011452313264610048,-0.011452313264610048,-0.011452313264610048,-0.011452313264610048,1.0214304242667096,0.9929805745829068,9929.805745829068
2015-05-06,174.7959103770925,175.1045266879215,172.4604022257632,173.52806091308594,135060200,0.0,175.13712005615236,174.02431945800782,1,0.0,0.0,-0.004116872882486189,-0.004116872882486189,-0.004116872882486189,-0.004116872882486189,1.0172253250516996,0.9888925997825708,9888.925997825709
2015-05-07,173.42802707246523,174.64583241167458,173.09438839932545,174.22042846679688,88244900,0.0,175.13587112426757,173.99396545410156,1,0.0,0.0,0.003989945776307069,0.003989945776307069,0.003989945776307069,0.003989945776307069,1.0212839989409421,0.9928382276342946,9928.382276342947
2015-05-08,175.8970036072923,176.71442729863688,175.81358757189997,176.5142364501953,155877300,0.0,175.20176620483397,174.0136395263672,1,0.0,0.0,0.013166125256290462,0.013166125256290462,0.013166125256290462,0.013166125256290462,1.0347303519932438,1.005910060098561,10059.100600985612
2015-05-11,176.47253408141242,176.73944247446167,175.5967166549236,175.67178344726562,75708100,0.0,175.26515731811523,174.02842224121093,1,0.0,0.0,-0.004772719865954733,-0.004772719865954733,-0.004772719865954733,-0.004772719865954733,1.0297918738863794,1.001109133171365,10011.091331713651
2015-05-12,174.837684841387,175.6884800563391,174.0119118920952,175.14630126953125,119727600,0.0,175.28559112548828,174.01060638427734,1,0.0,0.0,-0.0029912725164090714,-0.0029912725164090714,-0.0029912725164090714,-0.0029912725164090714,1.0267114857564017,0.9981145429353835,9981.145429353835
2015-05-13,175.5549883695053,176.1805703551255,174.9460921338678,175.1796417236328,94667900,0.0,175.26849212646485,174.0079067993164,1,0.0,0.0,0.00019035774012876594,0.00019035774012876594,0.00019035774012876594,0.00019035774012876594,1.0269069282345946,0.9983045417641663,9983.045417641662
2015-05-14,176.19726058275364,177.09810019223923,175.92200297478595,177.00634765625,95934000,0.0,175.34523239135743,174.05652221679688,1,0.0,0.0,0.010427615416059854,0.010427615416059854,0.010427615416059854,0.010427615416059854,1.0376151187503124,1.0087144775937888,10087.144775937888
2015-05-15,177.19821166992188,177.34000874758186,176.71442666687605,177.19821166992188,76510100,0.0,175.53248977661133,174.10515594482422,1,0.0,0.0,0.001083938605662249,0.001083938605662249,0.001083938605662249,0.001083938605662249,1.0387398298353447,1.0098078621581432,10098.078621581431
2015-05-18,177.03141406291414,177.9989714603012,176.9646837721458,177.74874877929688,74549700,0.0,175.66803436279298,174.21395965576173,1,0.0,0.0,0.003106899918383643,0.003106899918383643,0.003106899918383643,0.003106899918383643,1.041967090527882,1.0129452341226655,10129.452341226655
2015-05-19,177.8654609008484,178.1407184804143,177.4066982682386,177.69029235839844,72114600,0.0,175.8110809326172,174.30731170654298,1,0.0,0.0,-0.00032887106829104784,-0.00032887106829104784,-0.00032887106829104784,-0.00032887106829104784,1.0416244176976959,1.0126121057413993,10126.121057413993
2015-05-20,177.79035532979125,178.31584815260192,177.24818948823707,177.56515502929688,76857500,0.0,175.90491409301757,174.4542950439453,1,0.0,0.0,-0.0007042440385497395,-0.0007042440385497395,-0.0007042440385497395,-0.0007042440385497395,1.0408908599111244,1.0118989797025675,10118.989797025675
2015-05-21,177.42342608029665,178.29089430511976,177.25659400888827,178.08236694335938,64764600,0.0,176.00250549316405,174.61959503173827,1,0.0,0.0,0.002912800734903076,0.002912800734903076,0.002912800734903076,0.002912800734903076,1.0439227675728273,1.014846439794293,10148.46439794293
2015-05-22,177.69867771380288,178.11573245308634,177.59025213628956,177.656982421875,57433500,0.0,176.05839080810546,174.73320739746094,1,0.0,0.0,-0.0023886953480333206,-0.0023886953480333206,-0.0023886953480333206,-0.0023886953480333206,1.04142915411422,1.0124222808245882,10124.222808245882
2015-05-26,177.16482481188226,177.59022873549696,175.32978674633526,175.74684143066406,124308600,0.0,176.05547103881835,174.82970825195312,1,0.0,0.0,-0.01075184867586576,-0.01075184867586576,-0.01075184867586576,-0.01075184867586576,1.030231865442549,1.0015368696650873,10015.368696650872
2015-05-27,176.20558316732436,177.64858863974092,175.79686504340404,177.4150390625,93214000,0.0,176.1080177307129,174.9139016723633,1,0.0,0.0,0.00949204900785694,0.00949204900785694,0.00949204900785694,0.00949204900785694,1.0400108767987857,1.011043506715124,10110.43506715124
2015-05-28,177.10642073217215,177.32328455790875,176.52254679557575,177.21485900878906,74974600,0.0,176.18683776855468,175.00438781738282,1,0.0,0.0,-0.0011283150220451343,-0.0011283150220451343,-0.0011283150220451343,-0.0011283150220451343,1.0388374169034034,1.0099027311385562,10099.027311385562
2015-05-29,177.1481766871835,177.1898719794777,175.8469679255874,176.11387634277344,124919600,0.0,176.2986083984375,175.0313348388672,1,0.0,0.0,-0.006212699500333763,-0.006212699500333763,-0.006212699500333763,-0.006212699500333763,1.0323834322024796,1.003628508945426,10036.28508945426
2015-06-01,176.78115058893178,177.114789262304,175.6801200573042,176.4725341796875,93338800,0.0,176.3340576171875,175.08139862060546,1,0.0,0.0,0.0020365109459972164,0.0020365109459972164,0.0020365109459972164,0.0020365109459972164,1.0344858923626261,1.0056724093896081,10056.72409389608
2015-06-02,176.0137691398689,176.98967561050338,175.38818708991096,176.29736328125,91531000,0.0,176.33572387695312,175.09724670410156,1,0.0,0.0,-0.0009926241454613072,-0.0009926241454613072,-0.0009926241454613072,-0.0009926241454613072,1.0334590366877279,1.0046741546736238,10046.741546736237
2015-06-03,176.83114981874428,177.39000145360774,176.27229818388082,176.76441955566406,87820900,0.0,176.46167449951173,175.12927612304688,1,0.0,0.0,0.0026492527495658447,0.0026492527495658447,0.0026492527495658447,0.0026492527495658447,1.0361969308822365,1.0073357904403106,10073.357904403107
2015-06-04,176.05545760755646,176.71439836024885,174.95442721268049,175.27139282226562,151882800,0.0,176.5488410949707,175.15112976074218,1,0.0,0.0,-0.00844642115846328,-0.00844642115846328,-0.00844642115846328,-0.00844642115846328,1.0274447752008982,0.9988274081062583,9988.274081062582
2015-06-05,175.12123340838804,175.64672630543546,174.31214642269472,174.97109985351562,121704700,0.0,176.58637466430665,175.21802490234376,1,0.0,0.0,-0.0017133028038095466,-0.0017133028038095466,-0.0017133028038095466,-0.0017133028038095466,1.025684451186787,0.997116114307428,9971.16114307428
2015-06-08,174.86268096989306,175.01282726891262,173.82004429822382,173.89511108398438,89063300,0.0,176.4554183959961,175.27157531738283,1,0.0,0.0,-0.006149522809378527,-0.006149522809378527,-0.006149522809378527,-0.006149522809378527,1.019376981258989,0.9909843260188955,9909.843260188954
2015-06-09,173.8701171875,174.41229598171893,173.23619856960607,173.8701171875,105034700,0.0,176.3653350830078,175.31678436279296,1,0.0,0.0,-0.00014372972493925662,-0.00014372972493925662,-0.00014372972493925662,-0.00014372972493925662,1.0192304664858634,0.9908418921142977,9908.418921142977
2015-06-10,174.63745857318546,176.33904865801748,174.57907754098412,175.95535278320312,134551300,0.0,176.4057876586914,175.36182525634766,1,0.0,0.0,0.011993064877585669,0.011993064877585669,0.011993064877585669,0.011993064877585669,1.0314541635956402,1.0027251232098542,10027.251232098542
