Date,Open,High,Low,Close,Volume,MA_short,MA_long,ATR,ATR_pct,high_volatility,signal,position,trade_cost,market_ret,strategy_ret,strategy_ret_net,market_ret_net,cumulative_market,cumulative_strategy,portfolio_value,market_portfolio_value
2015-01-02,171.37849221415277,171.79369351311453,169.5515963619706,170.589599609375,121465900,,,,,False,0,,0.0015,,,,,,,,
2015-01-05,169.54334982225583,169.70942785949592,167.20162035400406,167.5088653564453,169632600,,,,,False,0,0.0,0.0,-0.018059332221800783,-0.0,-0.0,-0.018059332221800783,0.9819406677781992,1.0,10000.0,9819.406677781992
2015-01-06,167.81603478720876,168.33919240631923,165.13383831436138,165.9310302734375,209151400,,,,,False,0,0.0,0.0,-0.009419412397369542,-0.0,-0.0,-0.009419412397369542,0.972691363678648,1.0,10000.0,9726.91363678648
2015-01-07,167.25970616027502,168.33923217765732,166.81129428862295,167.99876403808594,125346700,,,,,False,0,0.0,0.0,0.012461404965912859,0.0,0.0,0.012461404965912859,0.9848124646682936,1.0,10000.0,9848.124646682936
2015-01-08,169.41041340257112,171.19578642164635,169.39381447525952,170.97987365722656,147217800,,,,,False,0,0.0,0.0,0.017744830661163613,0.0,0.0,0.017744830661163613,1.0022877950868356,1.0,10000.0,10022.877950868356
2015-01-09,171.39511725892663,171.41172886127893,168.99525389209222,169.60975646972656,158567300,,,,,False,0,0.0,0.0,-0.008013324364987917,-0.0,-0.0,-0.008013324364987917,0.9942561378777363,1.0,10000.0,9942.561378777362
2015-01-12,169.74262962422395,169.90040817449798,167.67492220963433,168.28111267089844,144396100,,,,,False,0,0.0,0.0,-0.007833534028246047,-0.0,-0.0,-0.007833534028246047,0.9864675985888786,1.0,10000.0,9864.675985888785
2015-01-13,169.50181643932927,170.63116476055004,166.50406180754825,167.80780029296875,214553300,,,,,False,0,0.0,0.0,-0.0028126292393568786,-0.0,-0.0,-0.0028126292393568786,0.9836930309774093,1.0,10000.0,9836.930309774094
2015-01-14,165.78988494694778,166.99397893304638,164.89306123027387,166.794677734375,192991100,,,,,False,0,0.0,0.0,-0.006037398481030021,-0.0,-0.0,-0.006037398481030021,0.9777540841663865,1.0,10000.0,9777.540841663866
2015-01-15,167.43404393747144,167.74958824071888,165.15043728331472,165.26669311523438,176613900,,,,,False,0,0.0,0.0,-0.009160871557148731,-0.0,-0.0,-0.009160871557148731,0.9687970045868607,1.0,10000.0,9687.970045868607
2015-01-16,165.0591150213999,167.59184528107048,164.87642545047697,167.43406677246094,211879600,,,,,False,0,0.0,0.0,0.013114400829181694,0.0,0.0,0.013114400829181694,0.9815021968271234,1.0,10000.0,9815.021968271234
2015-01-20,168.07350209100636,168.33923703813153,166.2217076103842,167.79116821289062,130991100,,,,,False,0,0.0,0.0,0.002132788430176502,0.0,0.0,0.002132788430176502,0.983595533356709,1.0,10000.0,9835.95533356709
2015-01-21,167.3261457935656,169.11981868528147,166.8611223040703,168.63818359375,122942700,,,,,False,0,0.0,0.0,0.005048033158602916,0.0,0.0,0.005048033158602916,0.9885607562237474,1.0,10000.0,9885.607562237474
2015-01-22,169.39384594565314,171.27885089160938,168.01537446648058,171.14599609375,174356000,,,2.5078159425660322,0.014653079825439246,True,0,0.0,0.0,0.014870964846498413,0.0,0.0,0.014870964846498413,1.0032616084781787,1.0,10000.0,10032.616084781786
2015-01-23,170.8885499035164,171.1459853597701,170.074758882308,170.20762634277344,117516800,,,2.42418232301733,0.014242501203414816,True,0,0.0,0.0,-0.005482861255267424,-0.0,-0.0,-0.005482861255267424,0.9977608642761564,1.0,10000.0,9977.608642761565
2015-01-26,169.9916961911345,170.6975306921512,169.2775495559707,170.60618591308594,92009700,,,2.3464804394950898,0.013753782882705595,True,0,0.0,0.0,0.002341608180998156,0.0,0.0,0.002341608180998156,1.0000972292786252,1.0,10000.0,10000.972292786251
2015-01-27,168.5468392954275,169.50179734487202,167.52544750857834,168.35585021972656,134044600,,,2.258694421233364,0.013416192061549807,True,0,0.0,0.0,-0.013190235051065424,-0.0,-0.0,-0.013190235051065424,0.9869057117505209,1.0,10000.0,9869.057117505208
2015-01-28,169.54332997008572,169.64297424657383,166.00581877441243,166.19680786132812,168514300,,,2.409352820028151,0.01449698613970056,True,0,0.0,0.0,-0.012824278785564025,-0.0,-0.0,-0.012824278785564025,0.9742493577679667,1.0,10000.0,9742.493577679666
2015-01-29,166.396083481987,167.9904550151743,164.98438887060598,167.7330322265625,173585400,,,2.4953595484696853,0.01487697155023777,True,0,0.0,0.0,0.009243404762119045,0.0,0.0,0.009243404762119045,0.9832547389210505,1.0,10000.0,9832.547389210506
2015-01-30,166.5538694200649,167.88250608803452,165.35808754923485,165.62380981445312,197729700,168.22504501342775,,2.503069803442039,0.015112982887220176,True,0,0.0,0.0,-0.012574877971921361,-0.0,-0.0,-0.012574877971921361,0.970890430563805,1.0,10000.0,9708.90430563805
2015-02-02,166.12207762372358,167.76627156987308,164.30349351966183,167.6749267578125,163107000,168.0793113708496,,2.591447809538297,0.015455189751067258,True,0,0.0,0.0,0.012384191292648117,0.0,0.0,0.012384191292648117,0.9829141233801086,1.0,10000.0,9829.141233801087
2015-02-03,168.571717501736,170.10796728625976,168.19803888875214,170.0996551513672,124212900,168.2088508605957,,2.4330781984315712,0.014303839688954333,True,0,0.0,0.0,0.014460888341743194,0.0,0.0,0.014460888341743194,0.9971279347678308,1.0,10000.0,9971.279347678308
2015-02-04,169.33569421776428,170.54808757140913,168.9952261156726,169.4519500732422,134306700,168.38489685058593,,2.3939313236432866,0.014127493502485856,True,0,0.0,0.0,-0.003807797714514005,-0.0,-0.0,-0.003807797714514005,0.9933310732967437,1.0,10000.0,9933.310732967437
2015-02-05,170.11623417093082,171.31201564022268,170.0415009968338,171.16253662109375,97953200,168.54308547973633,,2.2990287297850522,0.013431845397772191,True,0,0.0,0.0,0.010094817717424931,0.0,0.0,0.010094817717424931,1.0033585694147285,1.0,10000.0,10033.585694147285
2015-02-06,171.5280334832023,172.092714085199,170.16617313490204,170.6893310546875,125672000,168.52855834960937,,2.2426802383352986,0.013138959678837582,True,0,0.0,0.0,-0.002764656190237469,-0.0,-0.0,-0.002764656190237469,1.0005846279347683,1.0,10000.0,10005.846279347683
2015-02-09,170.04156409847695,170.76401039138108,169.5184063437866,169.92530822753906,87219000,168.5443359375,,2.1803998540386647,0.012831519193827166,True,0,0.0,0.0,-0.004476101830310997,-0.0,-0.0,-0.004476101830310997,0.9961059092502884,1.0,10000.0,9961.059092502885
2015-02-10,170.96326644448823,171.99295740912893,169.96677333286186,171.73553466796875,96164200,168.71705703735353,,2.1637918322569436,0.012599558014830132,False,0,0.0,0.0,0.010653071395378522,0.0,0.0,0.010653071395378522,1.00671749661889,1.0,10000.0,10067.1749661889
2015-02-11,171.5694980684398,172.26703327799152,170.92178499229328,171.83522033691406,91087800,168.91842803955078,,2.0267755365833318,0.01179487844581263,False,0,0.0,0.0,0.0005804603522390206,0.0,0.0,0.0005804603522390206,1.0073018562115827,1.0,10000.0,10073.018562115827
2015-02-12,172.6323726088295,173.54582041339742,171.86840384088927,173.48768615722656,97545900,169.25307846069336,,2.0700748290866215,0.011932113886230382,False,0,0.0,0.0,0.00961657230149049,0.0,0.0,0.00961657230149049,1.016988647341267,1.0,10000.0,10169.886473412671
2015-02-13,173.6122949702512,174.2516959129132,173.35485949500125,174.20187377929688,93670400,169.6998374938965,,2.032707349210296,0.011668688201285434,False,0,0.0,0.0,0.004116647341892987,0.0,0.0,0.004116647341892987,1.0211752309530797,1.0,10000.0,10211.752309530797
