Date,Open,High,Low,Close,Volume,MA_short,MA_long,TR,ATR,ATR_pct,position_size_ratio,signal,actual_position_size,position,trade_cost,market_ret,strategy_ret,strategy_ret_net,market_ret_net,cumulative_market,cumulative_strategy,portfolio_value,market_portfolio_value
2015-02-11,171.569513303633,172.2670485751251,170.92180016997025,171.83523559570312,91087800,168.91843338012694,,1.3452484051548481,2.119897687198368,0.012336804380366431,1.0,0,0.0,0.0,0.0,0.0005801046925040243,0.0,0.0,0.0005801046925040243,1.0073016753575184,1.0,10000.0,10073.016753575184
2015-02-12,172.63238779239109,173.54583567729958,171.86841895725738,173.48770141601562,97545900,169.25308380126953,,1.7106000815964535,2.0653246731181127,0.01190473247533298,1.0,0,0.0,0.0,0.0,0.009616571447549127,0.0,0.0,0.009616571447549127,1.01698846388783,1.0,10000.0,10169.884638878299
2015-02-13,173.61224934881218,174.25165012345386,173.35481394121052,174.2018280029297,93670400,169.69983825683593,,0.8968361822433337,1.9095262076681423,0.010961573879902273,1.0,0,0.0,0.0,0.0,0.004116295167238437,0.0,0.0,0.004116295167238437,1.0211746885868687,1.0,10000.0,10211.746885868686
2015-02-17,173.88633010543833,174.65031178289502,173.63721941815933,174.47592163085938,76968200,170.05193023681642,,1.0130923647356838,1.7900016952771478,0.010259305000630827,1.0,0,0.0,0.0,0.0,0.0015734256699366789,0.0,0.0,0.0015734256699366789,1.0227814310553809,1.0,10000.0,10227.81431055381
2015-02-18,174.10217201252124,174.567195333946,173.83643715974412,174.49246215820312,80652900,170.3869941711426,,0.730758174201867,1.6487692258004438,0.009448942409360879,1.0,0,0.0,0.0,0.0,9.48012034505119e-05,0.0,0.0,9.48012034505119e-05,1.0228783919659117,1.0,10000.0,10228.783919659118
2015-02-19,173.8946427201711,174.73334493517586,173.75347577334497,174.3679656982422,91462500,170.67348556518556,,0.9798691618308908,1.5595825506045036,0.008944203394008088,1.0,0,0.0,0.0,0.0,-0.0007134775819029882,-0.0,-0.0,-0.0007134775819029882,1.022148591164231,1.0,10000.0,10221.48591164231
2015-02-20,173.95272895489586,175.48897879666274,173.32992701973706,175.41424560546875,140896400,170.88689804077148,,2.159051776925679,1.6395117807806603,0.009346514447111395,1.0,0,0.0,0.0,0.0,0.00600041356815062,0.0,0.0,0.00600041356815062,1.0282819054393189,1.0,10000.0,10282.819054393189
2015-02-23,175.1651157667689,175.3893280029297,174.78312501890014,175.3893280029297,74411100,171.1459831237793,,0.6311205865686134,1.5050596215523875,0.008581249718496253,1.0,0,0.0,0.0,0.0,-0.00014205005102663204,-0.0,-0.0,-0.00014205005102663204,1.0281358379421814,1.0,10000.0,10281.358379421814
2015-02-24,175.3146238371642,176.0869049805219,175.01567834149998,175.88760375976562,72472300,171.41005325317383,,1.0712266390219156,1.447215223881658,0.008228068339928736,1.0,0,0.0,0.0,0.0,0.0028409696445590438,0.0,0.0,0.0028409696445590438,1.0310567406482585,1.0,10000.0,10310.567406482585
2015-02-25,175.7629939467492,176.2446289111117,175.39761482406476,175.7380828857422,73061700,171.77916564941407,,0.8470140870469436,1.3671884056370294,0.007779693411848132,1.0,0,0.0,0.0,0.0,-0.0008500933029235158,-0.0,-0.0,-0.0008500933029235158,1.0301802462180993,1.0,10000.0,10301.802462180993
2015-02-26,175.64675817429733,175.80453669266015,174.9242993097379,175.53050231933594,72697900,172.24585189819337,,0.8802373829222461,1.3022616026083915,0.00741900459123188,1.0,0,0.0,0.0,0.0,-0.001181192846750334,-0.0,-0.0,-0.001181192846750334,1.028963404680403,1.0,10000.0,10289.63404680403
2015-02-27,175.43089705860453,175.6966320458844,174.8828408214876,174.9326629638672,108076000,172.6058319091797,,0.8137912243967946,1.2371322188468452,0.0070720481691997,1.0,0,0.0,0.0,0.0,-0.003405900100377557,-0.0,-0.0,-0.003405900100377557,1.0254588581171171,1.0,10000.0,10254.58858117117
2015-03-02,175.03224046631885,176.09515466800778,174.98241834294856,176.0370330810547,87491400,173.12649536132812,,1.1624917041405922,1.227180150219345,0.006971147654222852,1.0,0,0.0,0.0,0.0,0.006313115563876259,0.0,0.0,0.006313115563876259,1.031932698394411,1.0,10000.0,10319.32698394411
2015-03-03,175.60525171257856,176.0868867764088,174.45099252077577,175.31460571289062,110325800,173.50848083496095,,1.6358942556330192,1.2816753642745016,0.007310716406444063,1.0,0,0.0,0.0,0.0,-0.004103837445564196,-0.0,-0.0,-0.004103837445564196,1.027697814345438,1.0,10000.0,10276.97814345438
2015-03-04,174.71671319520425,174.79145906391878,173.60397668074862,174.57554626464844,114497200,173.73227005004884,,1.710629032142009,1.3388691866568359,0.007669282527274308,1.0,0,0.0,0.0,0.0,-0.004215618232359497,-0.0,-0.0,-0.004215618232359497,1.0233654327019275,1.0,10000.0,10233.654327019274
2015-03-05,174.89938004589757,175.04885909294708,174.25997920905664,174.7665252685547,76873000,173.99799728393555,,0.7888798838904449,1.2655372796213171,0.007241302518755416,1.0,0,0.0,0.0,0.0,0.001093961943654742,0.0,0.0,0.001093961943654742,1.024484955539755,1.0,10000.0,10244.84955539755
2015-03-06,173.9029041235481,174.33471700640686,171.9763767562986,172.30853271484375,188128000,174.05529403686523,,2.7901485122560814,1.4688187773059524,0.008524353113358148,1.0,0,0.0,0.0,0.0,-0.014064435680310461,-0.0,-0.0,-0.014064435680310461,1.0100761527771205,1.0,10000.0,10100.761527771205
2015-03-09,172.50782903800885,173.3797415723878,172.35005052731177,173.02267456054688,89818900,174.1719657897949,,1.0712088575440362,1.415804121337697,0.00818276636246457,1.0,0,0.0,0.0,0.0,0.0041445529971808615,0.0,0.0,0.0041445529971808615,1.0142624669234939,1.0,10000.0,10142.624669234938
2015-03-10,171.6524866306927,171.7355192685919,170.17435869323907,170.21588134765625,157121300,174.1864974975586,,2.8483158673078037,1.6068056874670447,0.009439810637793753,1.0,0,0.0,0.0,0.0,-0.016222112044097625,-0.0,-0.0,-0.016222112044097625,0.9978089875429381,1.0,10000.0,9978.089875429381
2015-03-11,170.47331890006478,170.64770899541804,169.73426120249383,169.8173065185547,110145700,174.09058227539063,,0.9134477929242166,1.5143579681946677,0.008917571472782751,1.0,0,0.0,0.0,0.0,-0.002341584263148122,-0.0,-0.0,-0.002341584263148122,0.9954725337200798,1.0,10000.0,9954.725337200798
2015-03-12,170.44845926378608,172.0428309798738,170.39863712749272,171.97640991210938,93993500,174.09764099121094,,2.225524461319111,1.609180167277927,0.009356981972703802,1.0,0,0.0,0.0,0.0,0.01271427181256568,0.0,0.0,0.01271427181256568,1.0081292420957404,1.0,10000.0,10081.292420957405
2015-03-13,171.70236398606295,172.66562145538168,169.88378010757538,170.92178344726562,162410900,173.96934509277344,,2.7818413478063064,1.7655349913483775,0.010329490810006068,1.0,0,0.0,0.0,0.0,-0.006132390281799238,-0.0,-0.0,-0.006132390281799238,1.0019470001287147,1.0,10000.0,10019.470001287147
2015-03-16,171.65251930450134,173.2967128307233,170.94667205785777,173.2053680419922,136099200,173.91952209472657,171.06310913085937,2.374929383457669,1.8467875769629498,0.010662415361833426,1.0,1,1.0,1.0,0.0015,0.013360407015827303,0.0,-0.0015,0.013360407015827303,1.0153334198587216,0.9985,9985.0,10153.334198587216
2015-03-17,172.46635471903062,173.07254519815416,171.87676317236358,172.69056701660156,94510400,173.83025436401368,171.10512756347657,1.328604869628606,1.7776965493183707,0.010294114959663501,1.0,1,1.0,0.0,0.0,-0.0029722001760696948,-0.0029722001760696948,-0.0029722001760696948,-0.0029722001760696948,1.012315645689448,0.9955322581241944,9955.322581241944,10123.15645689448
2015-03-18,172.21718337229515,175.4391493029343,171.57776986451694,174.7665252685547,228808500,173.84395751953124,171.2502816772461,3.861379438417373,2.0555209345315713,0.011761525448726285,1.0,1,1.0,0.0,0.0,0.012021260268104683,0.012021260268104683,0.012021260268104683,0.012021260268104683,1.0244849555397553,1.0074998105043993,10074.998105043993,10244.849555397554
2015-03-19,174.35138174172866,174.77488261858238,173.57910052988777,173.96939086914062,117917300,173.82402877807618,171.41104919433593,1.1957820886946138,1.940889088419977,0.011156497581117067,1.0,1,1.0,0.0,0.0,-0.004561138914841667,-0.004561138914841667,-0.004561138914841667,-0.004561138914841667,1.019812137341373,1.0029044639120122,10029.044639120122,10198.12137341373
2015-03-20,174.921115497319,176.01379694747334,174.73761038214025,175.50498962402344,177715100,173.8285659790039,171.5611737060547,2.044406078332713,1.9546913537416752,0.011137525821511536,1.0,1,1.0,0.0,0.0,0.008826832968782838,0.008826832968782838,0.008826832968782838,0.008826832968782838,1.028813848737223,1.0117569340986101,10117.569340986101,10288.138487372229
2015-03-23,175.51328826762202,176.08882575672828,175.1629638671875,175.1629638671875,71784500,173.8172477722168,171.64483520507812,0.9258618895407835,1.817514091848223,0.010376132326844522,1.0,1,1.0,0.0,0.0,-0.0019488093049014887,-0.0019488093049014887,-0.0019488093049014887,-0.0019488093049014887,1.0268088867357923,1.0097852127711402,10097.852127711401,10268.088867357923
2015-03-24,175.0378425022575,175.4965924373723,174.11198066589287,174.1787109375,77805300,173.7318031311035,171.7362139892578,1.3846117714794275,1.759793782465717,0.010103380447551815,1.0,1,1.0,0.0,0.0,-0.0056190698533382655,-0.0056190698533382655,-0.0056190698533382655,-0.0056190698533382655,1.0210391758751953,1.004111159123711,10041.111591237111,10210.391758751954
2015-03-25,174.38727103793005,174.62082066869948,171.58466274119655,171.62635803222656,159521700,173.52621688842774,171.80311920166017,3.036157927502927,1.9299756684706784,0.011245217171760318,1.0,1,1.0,0.0,0.0,-0.01465364447546802,-0.01465364447546802,-0.01465364447546802,-0.01465364447546802,1.0060772307963954,0.9893972711840621,9893.97271184062,10060.772307963955
2015-03-26,170.95907947257433,172.1351641310568,170.25841785757385,171.2176513671875,153067200,173.31057434082032,171.87131591796876,1.8767462734829508,1.922878415805648,0.011230608529268452,1.0,1,1.0,0.0,0.0,-0.0023813746893255328,-0.0023813746893255328,-0.0023813746893255328,-0.0023813746893255328,1.0036813839434702,0.9870411455647766,9870.411455647767,10036.813839434702
2015-03-27,171.10090333713188,171.78486657890363,170.9090489686757,171.60971069335938,118939000,173.14442672729493,171.96761627197264,0.8758176102279265,1.7832703083952852,0.01039143007228606,1.0,1,1.0,0.0,0.0,0.0022898300674099037,0.0022898300674099037,0.0022898300674099037,0.0022898300674099037,1.0059796437545234,0.9893013020576615,9893.013020576615,10059.796437545234
2015-03-30,172.64397028218596,174.00357275757946,172.6272972569972,173.7032928466797,96180400,173.02773971557616,172.13634735107422,2.3938620642200874,1.8646825425052589,0.010734871584450231,1.0,1,1.0,0.0,0.0,0.012199671830116943,0.012199671830116943,0.012199671830116943,0.012199671830116943,1.0182522652761066,1.0013704532838723,10013.704532838723,10182.522652761065
2015-03-31,172.87750824648245,173.57816980964458,172.1268148836293,172.18519592285156,126768700,172.87126922607422,172.23136962890624,1.5764779630503938,1.8262552652446102,0.010606343103171732,1.0,1,1.0,0.0,0.0,-0.008739597844976243,-0.008739597844976243,-0.008739597844976243,-0.008739597844976243,1.0093531499728574,0.9926188782283297,9926.188782283298,10093.531499728575
2015-04-01,172.15181613395904,172.1768383944999,170.58368659340962,171.57627868652344,137303600,172.72130584716797,172.30707153320313,1.6015093294419387,1.7962891404709207,0.010469332673619826,1.0,1,1.0,0.0,0.0,-0.0035364087665292754,-0.0035364087665292754,-0.0035364087665292754,-0.0035364087665292754,1.0057836646447695,0.9891085721255406,9891.085721255406,10057.836646447695
2015-04-02,171.50958187770183,172.64397124436766,171.32607677960146,172.1935577392578,86900900,172.59265747070313,172.37817993164063,1.3178944647661979,1.732503183710291,0.0100613705091901,1.0,1,1.0,0.0,0.0,0.003597694608251656,0.003597694608251656,0.003597694608251656,0.003597694608251656,1.0094021671121296,0.9926670827024522,9926.670827024522,10094.021671121296
2015-04-06,171.30105148767876,173.87011008819428,171.16760365028182,173.35296630859375,114368200,172.64487915039064,172.4223193359375,2.7025064379124615,1.8618369509372472,0.010740150518237478,1.0,1,1.0,0.0,0.0,0.0067331704191371244,0.0067331704191371244,0.0067331704191371244,0.0067331704191371244,1.016198643924742,0.9993508793397555,9993.508793397556,10161.98643924742
2015-04-07,173.37798053634026,174.12867390596068,172.86083678071282,172.89419555664062,81236300,172.63845520019532,172.47605072021486,1.2678371252478655,1.782636974178663,0.010310565767921723,1.0,1,1.0,0.0,0.0,-0.002646454581783475,-0.002646454581783475,-0.002646454581783475,-0.002646454581783475,1.0135093203675252,0.9967061426263175,9967.061426263175,10135.093203675251
2015-04-08,173.11942740696747,173.9201653909475,172.7273949279874,173.47808837890625,89351900,172.80156555175782,172.53348846435546,1.192770462960084,1.7039881060161859,0.009822497595744658,1.0,1,1.0,0.0,0.0,0.0033771684490955245,0.0033771684490955245,0.0033771684490955245,0.0033771684490955245,1.0169321120671346,1.0000721871642149,10000.721871642148,10169.321120671346
2015-04-09,173.31122404858024,174.4789719419565,172.81910263119292,174.24542236328125,85548900,173.02297134399413,172.65128021240236,1.6598693107635825,1.6981055999825054,0.009745481843661606,1.0,1,1.0,0.0,0.0,0.004423232879411376,0.004423232879411376,0.004423232879411376,0.004423232879411376,1.0214302396213593,1.0044957393442644,10044.957393442644,10214.302396213592
2015-04-10,174.49567079145098,175.23802759243654,174.29549269612804,175.19631958007812,72722900,173.18396682739257,172.8312710571289,0.9926052291552878,1.6040388838722097,0.009155665414187204,1.0,1,1.0,0.0,0.0,0.005457229256871754,0.005457229256871754,0.005457229256871754,0.005457229256871754,1.0270044186088745,1.0099775028814169,10099.775028814169,10270.044186088744
2015-04-13,175.05453497514927,175.6884662621051,174.35388613667112,174.4039306640625,74436600,173.35807418823242,172.96468841552735,1.3345801254339733,1.5681110494137782,0.008991259792385525,1.0,1,1.0,0.0,0.0,-0.0045228627970888,-0.0045228627970888,-0.0045228627970888,-0.0045228627970888,1.0223594185315026,1.0054095132077379,10054.095132077378,10223.594185315025
2015-04-14,174.20374984931914,174.92108442828817,173.57816781164263,174.73757934570312,75099900,173.43468475341797,173.1469647216797,1.3429166166455389,1.5380851250446796,0.008802257252297812,1.0,1,1.0,0.0,0.0,0.0019130800571420803,0.0019130800571420803,0.0019130800571420803,0.0019130800571420803,1.0243152739463266,1.0073329420967165,10073.329420967166,10243.152739463267
2015-04-15,175.20466881068924,176.0304289088538,175.12125278597637,175.52162170410156,99529300,173.57623748779298,173.30389923095703,1.2928495631506678,1.505387050125478,0.008576647341279097,1.0,1,1.0,0.0,0.0,0.004486970469284479,0.004486970469284479,0.004486970469284479,0.004486970469284479,1.0289113463317607,1.0118528152606419,10118.52815260642,10289.113463317608
2015-04-16,175.18802446529108,175.98042597735073,174.9878335951649,175.47161865234375,68934900,173.61149215698242,173.4113363647461,0.9925923821858476,1.4370144277335273,0.008189440769795584,1.0,1,1.0,0.0,0.0,-0.00028488257613135115,-0.00028488257613135115,-0.00028488257613135115,-0.00028488257613135115,1.028618227416807,1.0115645560239646,10115.645560239645,10286.18227416807
2015-04-17,174.27880626976537,174.5206923765086,172.66896863696255,173.45303344726562,191113200,173.58567428588867,173.491357421875,2.8026500153812037,1.6190991727532176,0.009334510562165908,1.0,1,1.0,0.0,0.0,-0.011503770356603882,-0.011503770356603882,-0.011503770356603882,-0.011503770356603882,1.0167852395439871,0.999927749670585,9999.27749670585,10167.852395439872
2015-04-20,174.37891872478704,175.37151100181563,174.29551541669645,175.03787231445312,92189500,173.56231842041015,173.56886291503906,1.9184775545500088,1.6590162903261232,0.00947804191395633,1.0,0,0.0,-1.0,0.0015,0.00913699135546886,0.00913699135546886,0.00763699135546886,0.00913699135546886,1.0260755974880689,1.0075641892509126,10075.641892509126,10260.755974880689
2015-04-21,175.7218055224062,175.88028832654422,174.52903532704792,174.82931518554688,72559800,173.54563598632814,173.65166442871094,1.351252999496296,1.6179811848821464,0.009254633201331127,1.0,0,0.0,0.0,0.0,-0.0011914971665765162,-0.0,-0.0,-0.0011914971665765162,1.0248530313209685,1.0075641892509126,10075.641892509126,10248.530313209685
2015-04-22,175.17132005163694,175.87198165869333,174.24545805811607,175.6884765625,78264600,173.62112426757812,173.7669290161133,1.6265236005772579,1.6191201736414946,0.009215858691025211,1.0,0,0.0,0.0,0.0,0.004914286691801717,0.0,0.0,0.004914286691801717,1.0298894529338418,1.0075641892509126,10075.641892509126,10298.894529338419
2015-04-23,175.28804995322474,176.781112605387,175.17127516988498,176.13050842285156,102585900,173.84633178710936,173.85482696533202,1.6098374355020155,1.6178824752228975,0.009185702634427813,1.0,0,0.0,0.0,0.0,0.00251599802673641,0.0,0.0,0.00251599802673641,1.03248065276518,1.0075641892509126,10075.641892509126,10324.8065276518
2015-04-24,176.54753380684514,176.80610558946327,176.08877125986393,176.5391845703125,61327400,174.11240844726564,173.94890594482422,0.7173343295993391,1.4978093891397564,0.008484288588878152,1.0,1,1.0,1.0,0.0015,0.0023203030021341498,0.0,-0.0015,0.0023203030021341498,1.0348763207234364,1.0060528429670363,10060.528429670363,10348.763207234364
2015-04-27,177.10638392020496,177.23149519222193,175.61332152749785,175.80517578125,79358100,174.32218170166016,173.9952554321289,1.6181736647240825,1.5138579592176666,0.008610997671088605,1.0,1,1.0,0.0,0.0,-0.004157766961760068,-0.004157766961760068,-0.004157766961760068,-0.004157766961760068,1.0305735461476246,1.0018699096947632,10018.699096947632,10305.735461476246
2015-04-28,175.78029198462545,176.41421080799128,174.6041941913044,176.36416625976562,86863500,174.45522537231446,174.03850219726561,1.8100166166868803,1.5533457802135617,0.00880760424952566,1.0,1,1.0,0.0,0.0,0.003179601943068766,0.003179601943068766,0.003179601943068766,0.003179601943068766,1.033850359797431,1.0050554572063308,10050.554572063309,10338.50359797431
2015-04-29,175.47156517878173,176.23894418916066,174.82931019691418,175.63839721679688,125684900,174.6278854370117,174.0617517089844,1.5348560628514463,1.5508804845652797,0.008829962634257994,1.0,1,1.0,0.0,0.0,-0.004115172930876265,-0.004115172930876265,-0.004115172930876265,-0.004115172930876265,1.029595886782216,1.0009194801948058,10009.194801948059,10295.958867822159
2015-04-30,175.0628822890601,175.45491471931282,173.17778692805777,173.87844848632812,161304900,174.74299392700195,174.04947143554688,2.4606102887391046,1.6721777917884564,0.00961693531513158,1.0,1,1.0,0.0,0.0,-0.010020296007918983,-0.010020296007918983,-0.010020296007918983,-0.010020296007918983,1.0192790312281224,0.9908899707231614,9908.899707231614,10192.790312281224
2015-05-01,174.66248886073592,175.80522729916868,174.56239981379227,175.76351928710938,103399700,174.92149200439454,174.07738250732422,1.9267788128405527,1.7061245945954027,0.00970693236864728,1.0,1,1.0,0.0,0.0,0.010841313671656527,0.010841313671656527,0.010841313671656527,0.010841313671656527,1.0303293549246086,1.0016325197098699,10016.325197098698,10303.293549246086
2015-05-04,176.18900430960818,176.84795815963523,176.0805786935001,176.2640838623047,70927200,175.0670478820801,174.09437927246094,1.0844388725258511,1.6232331649861291,0.009209097675588742,1.0,1,1.0,0.0,0.0,0.0028479435165249534,0.0028479435165249534,0.0028479435165249534,0.0028479435165249534,1.0332636747308515,1.0044851125503182,10044.851125503183,10332.636747308514
2015-05-05,176.02207919087996,176.38075279723677,174.1036253139068,174.24542236328125,113326200,175.1346092224121,174.07150115966797,2.277127483329963,1.7104190740986402,0.009816149261772957,1.0,1,1.0,0.0,0.0,-0.011452483425950732,-0.011452483425950732,-0.011452483425950732,-0.011452483425950732,1.0214302396213595,0.9929812634472215,9929.812634472215,10214.302396213594
2015-05-06,174.79592574736697,175.10454208533343,172.46041739067016,173.528076171875,135060200,175.13710861206056,174.02431060791017,2.644124694663276,1.8349131568405916,0.010574157204527286,1.0,1,1.0,0.0,0.0,-0.004116872521968906,-0.004116872521968906,-0.004116872521968906,-0.004116872521968906,1.0172251415347542,0.9888932861689057,9888.932861689056,10172.251415347542
