Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains,MA_50,MA_200,signal,crossover
2015-02-06,171.52794148061264,172.09262177973125,170.16608186277418,170.68923950195312,125672000,0.0,0.0,0.0,,,0,0.0
2015-02-09,170.041503021563,170.76394905497295,169.51834545478468,169.9252471923828,87219000,0.0,0.0,0.0,,,0,0.0
2015-02-10,170.96334239535142,171.9930338174349,169.9668488410305,171.73561096191406,96164200,0.0,0.0,0.0,,,0,0.0
2015-02-11,171.569513303633,172.2670485751251,170.92180016997025,171.83523559570312,91087800,0.0,0.0,0.0,,,0,0.0
2015-02-12,172.63238779239109,173.54583567729958,171.86841895725738,173.48770141601562,97545900,0.0,0.0,0.0,,,0,0.0
2015-02-13,173.61224934881218,174.25165012345386,173.35481394121052,174.2018280029297,93670400,0.0,0.0,0.0,,,0,0.0
2015-02-17,173.88633010543833,174.65031178289502,173.63721941815933,174.47592163085938,76968200,0.0,0.0,0.0,,,0,0.0
2015-02-18,174.10217201252124,174.567195333946,173.83643715974412,174.49246215820312,80652900,0.0,0.0,0.0,,,0,0.0
2015-02-19,173.8946427201711,174.73334493517586,173.75347577334497,174.3679656982422,91462500,0.0,0.0,0.0,,,0,0.0
2015-02-20,173.95272895489586,175.48897879666274,173.32992701973706,175.41424560546875,140896400,0.0,0.0,0.0,,,0,0.0
2015-02-23,175.1651157667689,175.3893280029297,174.78312501890014,175.3893280029297,74411100,0.0,0.0,0.0,,,0,0.0
2015-02-24,175.3146238371642,176.0869049805219,175.01567834149998,175.88760375976562,72472300,0.0,0.0,0.0,,,0,0.0
2015-02-25,175.7629939467492,176.2446289111117,175.39761482406476,175.7380828857422,73061700,0.0,0.0,0.0,,,0,0.0
2015-02-26,175.64675817429733,175.80453669266015,174.9242993097379,175.53050231933594,72697900,0.0,0.0,0.0,,,0,0.0
2015-02-27,175.43089705860453,175.6966320458844,174.8828408214876,174.9326629638672,108076000,0.0,0.0,0.0,,,0,0.0
2015-03-02,175.03224046631885,176.09515466800778,174.98241834294856,176.0370330810547,87491400,0.0,0.0,0.0,,,0,0.0
2015-03-03,175.60525171257856,176.0868867764088,174.45099252077577,175.31460571289062,110325800,0.0,0.0,0.0,,,0,0.0
2015-03-04,174.71671319520425,174.79145906391878,173.60397668074862,174.57554626464844,114497200,0.0,0.0,0.0,,,0,0.0
2015-03-05,174.89938004589757,175.04885909294708,174.25997920905664,174.7665252685547,76873000,0.0,0.0,0.0,,,0,0.0
2015-03-06,173.9029041235481,174.33471700640686,171.9763767562986,172.30853271484375,188128000,0.0,0.0,0.0,,,0,0.0
2015-03-09,172.50782903800885,173.3797415723878,172.35005052731177,173.02267456054688,89818900,0.0,0.0,0.0,,,0,0.0
2015-03-10,171.6524866306927,171.7355192685919,170.17435869323907,170.21588134765625,157121300,0.0,0.0,0.0,,,0,0.0
2015-03-11,170.47331890006478,170.64770899541804,169.73426120249383,169.8173065185547,110145700,0.0,0.0,0.0,,,0,0.0
2015-03-12,170.44845926378608,172.0428309798738,170.39863712749272,171.97640991210938,93993500,0.0,0.0,0.0,,,0,0.0
2015-03-13,171.70236398606295,172.66562145538168,169.88378010757538,170.92178344726562,162410900,0.0,0.0,0.0,,,0,0.0
2015-03-16,171.65251930450134,173.2967128307233,170.94667205785777,173.2053680419922,136099200,0.0,0.0,0.0,171.06310913085937,,0,0.0
2015-03-17,172.46635471903062,173.07254519815416,171.87676317236358,172.69056701660156,94510400,0.0,0.0,0.0,171.10512756347657,,0,0.0
2015-03-18,172.21718337229515,175.4391493029343,171.57776986451694,174.7665252685547,228808500,0.0,0.0,0.0,171.2502816772461,,0,0.0
2015-03-19,174.35138174172866,174.77488261858238,173.57910052988777,173.96939086914062,117917300,0.0,0.0,0.0,171.41104919433593,,0,0.0
2015-03-20,174.921115497319,176.01379694747334,174.73761038214025,175.50498962402344,177715100,0.931,0.0,0.0,171.5611737060547,,0,0.0
2015-03-23,175.51328826762202,176.08882575672828,175.1629638671875,175.1629638671875,71784500,0.0,0.0,0.0,171.64483520507812,,0,0.0
2015-03-24,175.0378425022575,175.4965924373723,174.11198066589287,174.1787109375,77805300,0.0,0.0,0.0,171.7362139892578,,0,0.0
2015-03-25,174.38727103793005,174.62082066869948,171.58466274119655,171.62635803222656,159521700,0.0,0.0,0.0,171.80311920166017,,0,0.0
2015-03-26,170.95907947257433,172.1351641310568,170.25841785757385,171.2176513671875,153067200,0.0,0.0,0.0,171.87131591796876,,0,0.0
2015-03-27,171.10090333713188,171.78486657890363,170.9090489686757,171.60971069335938,118939000,0.0,0.0,0.0,171.96761627197264,,0,0.0
2015-03-30,172.64397028218596,174.00357275757946,172.6272972569972,173.7032928466797,96180400,0.0,0.0,0.0,172.13634735107422,,0,0.0
2015-03-31,172.87750824648245,173.57816980964458,172.1268148836293,172.18519592285156,126768700,0.0,0.0,0.0,172.23136962890624,,0,0.0
2015-04-01,172.15181613395904,172.1768383944999,170.58368659340962,171.57627868652344,137303600,0.0,0.0,0.0,172.30707153320313,,0,0.0
2015-04-02,171.50958187770183,172.64397124436766,171.32607677960146,172.1935577392578,86900900,0.0,0.0,0.0,172.37817993164063,,0,0.0
2015-04-06,171.30105148767876,173.87011008819428,171.16760365028182,173.35296630859375,114368200,0.0,0.0,0.0,172.4223193359375,,0,0.0
2015-04-07,173.37798053634026,174.12867390596068,172.86083678071282,172.89419555664062,81236300,0.0,0.0,0.0,172.47605072021486,,0,0.0
2015-04-08,173.11942740696747,173.9201653909475,172.7273949279874,173.47808837890625,89351900,0.0,0.0,0.0,172.53348846435546,,0,0.0
2015-04-09,173.31122404858024,174.4789719419565,172.81910263119292,174.24542236328125,85548900,0.0,0.0,0.0,172.65128021240236,,0,0.0
2015-04-10,174.49567079145098,175.23802759243654,174.29549269612804,175.19631958007812,72722900,0.0,0.0,0.0,172.8312710571289,,0,0.0
2015-04-13,175.05453497514927,175.6884662621051,174.35388613667112,174.4039306640625,74436600,0.0,0.0,0.0,172.96468841552735,,0,0.0
2015-04-14,174.20374984931914,174.92108442828817,173.57816781164263,174.73757934570312,75099900,0.0,0.0,0.0,173.1469647216797,,0,0.0
2015-04-15,175.20466881068924,176.0304289088538,175.12125278597637,175.52162170410156,99529300,0.0,0.0,0.0,173.30389923095703,,0,0.0
2015-04-16,175.18802446529108,175.98042597735073,174.9878335951649,175.47161865234375,68934900,0.0,0.0,0.0,173.4113363647461,,0,0.0
2015-04-17,174.27880626976537,174.5206923765086,172.66896863696255,173.45303344726562,191113200,0.0,0.0,0.0,173.491357421875,,0,0.0
2015-04-20,174.37891872478704,175.37151100181563,174.29551541669645,175.03787231445312,92189500,0.0,0.0,0.0,173.56886291503906,,0,0.0
2015-04-21,175.7218055224062,175.88028832654422,174.52903532704792,174.82931518554688,72559800,0.0,0.0,0.0,173.65166442871094,,0,0.0
2015-04-22,175.17132005163694,175.87198165869333,174.24545805811607,175.6884765625,78264600,0.0,0.0,0.0,173.7669290161133,,0,0.0
2015-04-23,175.28804995322474,176.781112605387,175.17127516988498,176.13050842285156,102585900,0.0,0.0,0.0,173.85482696533202,,0,0.0
2015-04-24,176.54753380684514,176.80610558946327,176.08877125986393,176.5391845703125,61327400,0.0,0.0,0.0,173.94890594482422,,0,0.0
2015-04-27,177.10638392020496,177.23149519222193,175.61332152749785,175.80517578125,79358100,0.0,0.0,0.0,173.9952554321289,,0,0.0
2015-04-28,175.78029198462545,176.41421080799128,174.6041941913044,176.36416625976562,86863500,0.0,0.0,0.0,174.03850219726561,,0,0.0
2015-04-29,175.47156517878173,176.23894418916066,174.82931019691418,175.63839721679688,125684900,0.0,0.0,0.0,174.0617517089844,,0,0.0
2015-04-30,175.0628822890601,175.45491471931282,173.17778692805777,173.87844848632812,161304900,0.0,0.0,0.0,174.04947143554688,,0,0.0
2015-05-01,174.66248886073592,175.80522729916868,174.56239981379227,175.76351928710938,103399700,0.0,0.0,0.0,174.07738250732422,,0,0.0
2015-05-04,176.18900430960818,176.84795815963523,176.0805786935001,176.2640838623047,70927200,0.0,0.0,0.0,174.09437927246094,,0,0.0
2015-05-05,176.02207919087996,176.38075279723677,174.1036253139068,174.24542236328125,113326200,0.0,0.0,0.0,174.07150115966797,,0,0.0
2015-05-06,174.79592574736697,175.10454208533343,172.46041739067016,173.528076171875,135060200,0.0,0.0,0.0,174.02431060791017,,0,0.0
2015-05-07,173.42802707246523,174.64583241167458,173.09438839932545,174.22042846679688,88244900,0.0,0.0,0.0,173.99395751953125,,0,0.0
2015-05-08,175.8970036072923,176.71442729863688,175.81358757189997,176.5142364501953,155877300,0.0,0.0,0.0,174.01363220214844,,0,0.0
2015-05-11,176.47253408141242,176.73944247446167,175.5967166549236,175.67178344726562,75708100,0.0,0.0,0.0,174.0284146118164,,0,0.0
2015-05-12,174.83766960948466,175.6884647503153,174.01189673213443,175.1462860107422,119727600,0.0,0.0,0.0,174.01059967041016,,0,0.0
2015-05-13,175.5549883695053,176.1805703551255,174.9460921338678,175.1796417236328,94667900,0.0,0.0,0.0,174.007900390625,,0,0.0
2015-05-14,176.19726058275364,177.09810019223923,175.92200297478595,177.00634765625,95934000,0.0,0.0,0.0,174.05651641845702,,0,0.0
2015-05-15,177.19821166992188,177.34000874758186,176.71442666687605,177.19821166992188,76510100,0.0,0.0,0.0,174.10515014648436,,0,0.0
2015-05-18,177.03135327407546,177.99891033922376,176.96462300622088,177.74868774414062,74549700,0.0,0.0,0.0,174.21395324707032,,0,0.0
2015-05-19,177.8654456270171,178.1407031829458,177.40668303380258,177.69027709960938,72114600,0.0,0.0,0.0,174.30730529785157,,0,0.0
2015-05-20,177.79044699863908,178.31594009239424,177.24828087754378,177.56524658203125,76857500,0.0,0.0,0.0,174.45429260253906,,0,0.0
2015-05-21,177.4234412826251,178.29090958177625,177.2566091969219,178.08238220214844,64764600,0.0,0.0,0.0,174.61959411621095,,0,0.0
2015-05-22,177.69867771380288,178.11573245308634,177.59025213628956,177.656982421875,57433500,0.0,0.0,0.0,174.73320556640624,,0,0.0
2015-05-26,177.16482481188226,177.59022873549696,175.32978674633526,175.74684143066406,124308600,0.0,0.0,0.0,174.82970672607422,,0,0.0
2015-05-27,176.20561347686117,177.64861919749248,175.79689528263626,177.41506958007812,93214000,0.0,0.0,0.0,174.91390075683594,,0,0.0
2015-05-28,177.10645123107645,177.32331509415843,176.5225771939331,177.2148895263672,74974600,0.0,0.0,0.0,175.00438720703124,,0,0.0
2015-05-29,177.148130641976,177.18982592343252,175.84692221859632,176.11383056640625,124919600,0.0,0.0,0.0,175.0313333129883,,0,0.0
2015-06-01,176.78116587440553,177.114804576626,175.6801352475768,176.47254943847656,93338800,0.0,0.0,0.0,175.081396484375,,0,0.0
2015-06-02,176.01375390562535,176.9896602917937,175.3881719098124,176.29734802246094,91531000,0.0,0.0,0.0,175.09724365234376,,0,0.0
2015-06-03,176.8311803478431,177.39003207918975,176.27232861649642,176.7644500732422,87820900,0.0,0.0,0.0,175.12927337646485,,0,0.0
2015-06-04,176.0554882616529,176.7144291290775,174.95445767506976,175.27142333984375,151882800,0.0,0.0,0.0,175.15112762451173,,0,0.0
2015-06-05,175.12126395215168,175.64675694085292,174.31217682534148,174.97113037109375,121704700,0.0,0.0,0.0,175.21802307128905,,0,0.0
2015-06-08,174.86265028251205,175.0127965551818,173.82001379381947,173.89508056640625,89063300,0.0,0.0,0.0,175.27157165527345,,0,0.0
2015-06-09,173.87008666992188,174.41226536897793,173.23616816329297,173.87008666992188,105034700,0.0,0.0,0.0,175.31677917480468,,0,0.0
2015-06-10,174.63751915119232,176.33910982626963,174.57913809873986,175.95541381835938,134551300,0.0,0.0,0.0,175.36182159423828,,0,0.0
2015-06-11,176.39747420459858,176.90628151074168,176.16392456186088,176.52259826660156,73876400,0.0,0.0,0.0,175.4485696411133,,0,0.0
2015-06-12,175.6968034193426,176.39745226039358,174.89605279564194,175.1713104248047,135382400,0.0,0.0,0.0,175.5204702758789,,0,0.0
2015-06-15,174.02859132818122,174.70421793148694,173.31959322020614,174.42062377929688,124384200,0.0,0.0,0.0,175.56501159667968,,0,0.0
2015-06-16,174.27046002957007,175.4549065043443,174.09530419382784,175.37149047851562,85308200,0.0,0.0,0.0,175.60538208007813,,0,0.0
2015-06-17,175.65505981445312,176.2639687165784,174.62910902453174,175.65505981445312,126708600,0.0,0.0,0.0,175.66059936523436,,0,0.0
2015-06-18,176.25563928094192,177.94888019106634,175.68845104961866,177.48178100585938,165867900,0.0,0.0,0.0,175.74067321777343,,0,0.0
2015-06-19,177.23872468524232,177.3141566139647,176.31673625838624,176.69390869140625,130478700,1.03,0.0,0.0,175.78964294433592,,0,0.0
2015-06-22,177.6158880068531,178.18583515828453,177.38957944288714,177.59912109375,70696000,0.0,0.0,0.0,175.83769897460937,,0,0.0
2015-06-23,177.8086752976508,178.06012785431992,177.33092695044698,177.724853515625,68476800,0.0,0.0,0.0,175.90411743164063,,0,0.0
2015-06-24,177.4566156857397,177.83378805983546,176.40890754135924,176.43405151367188,92307300,0.0,0.0,0.0,175.938046875,,0,0.0
2015-06-25,176.93705198095512,177.06277191033337,175.82228837928713,175.89772033691406,97107400,0.0,0.0,0.0,175.94556884765626,,0,0.0
2015-06-26,176.25807760134447,176.50115311728848,175.3109578847689,175.86415100097656,104174800,0.0,0.0,0.0,175.95341949462892,,0,0.0
2015-06-29,174.38059109313988,175.87252685245653,172.1007765596968,172.17620849609375,202621300,0.0,0.0,0.0,175.92788299560547,,0,0.0
2015-06-30,173.7184417894679,173.76874253924814,172.05887515020245,172.53663635253906,182925100,0.0,0.0,0.0,175.8778582763672,,0,0.0
2015-07-01,174.1123762127988,174.36382879685968,173.13172264543013,173.9196014404297,135979900,0.0,0.0,0.0,175.85966400146484,,0,0.0
2015-07-02,174.39734505420904,174.56497583022008,173.34124686546352,173.7603302001953,104373700,0.0,0.0,0.0,175.82110107421875,,0,0.0
2015-07-06,172.46959792474263,174.04534292073672,172.268433274666,173.26585388183594,117975400,0.0,0.0,0.0,175.76380798339844,,0,0.0
2015-07-07,173.46699876939428,174.48117338980393,171.07821838084888,174.35545349121094,173820200,0.0,0.0,0.0,175.7201333618164,,0,0.0
2015-07-08,173.0143405930923,173.29931415537314,171.1955206840784,171.43020629882812,164020100,0.0,0.0,0.0,175.63263397216798,,0,0.0
2015-07-09,173.53398646668717,173.79382882468926,171.6313577207827,171.7403106689453,144113100,0.0,0.0,0.0,175.54015686035157,,0,0.0
2015-07-10,173.7435630591652,174.32190010664615,171.78225612463643,173.90281677246094,129456900,0.0,0.0,0.0,175.50544525146483,,0,0.0
2015-07-13,175.16843568980963,175.93115754691155,175.12652480351883,175.82220458984375,106069400,0.0,0.0,0.0,175.54432037353516,,0,0.0
2015-07-14,175.78031284768613,176.8950760395133,175.72163504260712,176.58494567871094,81709600,0.0,0.0,0.0,175.5607489013672,,0,0.0
2015-07-15,176.62685153842682,177.08784574588702,176.04851451355927,176.52627563476562,97914100,0.0,0.0,0.0,175.5659927368164,,0,0.0
2015-07-16,177.58234600883597,177.94276428222656,177.33928333235934,177.94276428222656,106683300,0.0,0.0,0.0,175.6399395751953,,0,0.0
2015-07-17,177.93437423622956,178.15230572808014,177.52368080510837,178.0936279296875,89030000,0.0,0.0,0.0,175.73125061035157,,0,0.0
2015-07-20,178.3199465192318,178.68035202310477,177.86734217655754,178.1858367919922,70446800,0.0,0.0,0.0,175.81055877685546,,0,0.0
2015-07-21,178.05172816604164,178.31157056020336,177.1800405124077,177.48178100585938,77965000,0.0,0.0,0.0,175.82990966796876,,0,0.0
2015-07-22,176.79453460306803,177.49860450518213,176.76101355506816,177.163330078125,88667900,0.0,0.0,0.0,175.85974060058595,,0,0.0
2015-07-23,177.2974392179734,177.39801515102675,175.80550319376093,176.16590881347656,90509100,0.0,0.0,0.0,175.88013305664063,,0,0.0
2015-07-24,176.26645473830396,176.325119755204,174.0034072681917,174.3386688232422,117755000,0.0,0.0,0.0,175.8633135986328,,0,0.0
2015-07-27,173.45021082217173,173.96149299680633,172.88025084236855,173.32447814941406,132361100,0.0,0.0,0.0,175.7896762084961,,0,0.0
2015-07-28,174.16264634478205,175.5959169746355,173.3328695285481,175.45343017578125,123544800,0.0,0.0,0.0,175.7547805786133,,0,0.0
2015-07-29,175.57917334207607,176.88671147144382,175.43668652432805,176.66041564941406,105791300,0.0,0.0,0.0,175.73301513671876,,0,0.0
2015-07-30,176.1491231725249,176.86994707241797,175.52887518769293,176.7023162841797,91304400,0.0,0.0,0.0,175.71325592041015,,0,0.0
2015-07-31,177.20516317320718,177.23030714551982,176.14907796785783,176.43405151367188,103266900,0.0,0.0,0.0,175.69063201904297,,0,0.0
2015-08-03,176.40058751825066,176.45925254281372,174.88349489154567,175.83900451660156,113965700,0.0,0.0,0.0,175.64576446533204,,0,0.0
2015-08-04,175.76358332450985,176.22457764317085,175.00923828627256,175.49537658691406,81820800,0.0,0.0,0.0,175.60253234863282,,0,0.0
2015-08-05,176.39219462776606,177.11301856333702,175.78871352871082,176.07369995117188,85786800,0.0,0.0,0.0,175.60906951904298,,0,0.0
2015-08-06,176.2580977326979,176.36706351362938,174.04533780454588,174.63206481933594,116030800,0.0,0.0,0.0,175.55340942382813,,0,0.0
2015-08-07,174.47277355415326,174.6236374127741,173.39153140973815,174.2967529296875,117858000,0.0,0.0,0.0,175.49504669189454,,0,0.0
2015-08-10,175.41152513396304,176.57657632994778,175.41152513396304,176.49276733398438,80270700,0.0,0.0,0.0,175.5026254272461,,0,0.0
2015-08-11,175.15169059677163,175.5707739330726,174.13750329558363,174.90023803710938,126081400,0.0,0.0,0.0,175.47117919921874,,0,0.0
2015-08-12,173.59270729311194,175.29418468609808,172.1259155550612,175.1097869873047,172123700,0.0,0.0,0.0,175.44742797851563,,0,0.0
2015-08-13,174.95051071459216,175.63781346502694,174.34702973986168,174.891845703125,89383300,0.0,0.0,0.0,175.40997589111328,,0,0.0
2015-08-14,174.69906480104737,175.60428629746687,174.55657800847317,175.5288543701172,72786500,0.0,0.0,0.0,175.41512451171874,,0,0.0
2015-08-17,174.93385240515755,176.5095977783203,174.47285796510425,176.5095977783203,79072600,0.0,0.0,0.0,175.44589385986328,,0,0.0
2015-08-18,176.232976736386,176.58500531752753,175.763605294864,175.998291015625,71692700,0.0,0.0,0.0,175.48795806884766,,0,0.0
2015-08-19,175.2522516333577,176.0233633719876,173.79384993200853,174.60687255859375,172946000,0.0,0.0,0.0,175.50269378662108,,0,0.0
2015-08-20,173.08986077180342,174.58179699318703,170.90224441290064,170.96092224121094,194327900,0.0,0.0,0.0,175.40280395507813,,0,0.0
2015-08-21,169.0833746228925,170.93572876473573,165.55469977317125,165.8145294189453,346588500,0.0,0.0,0.0,175.188642578125,,0,0.0
2015-08-24,157.1478701999416,165.5211468688544,152.88159222097818,158.83258056640625,507244300,0.0,0.0,0.0,174.86186798095704,,0,0.0
2015-08-25,163.80294830137197,163.81971522011798,156.6701527096493,156.96351623535156,369833100,0.0,0.0,0.0,174.51272583007812,,0,0.0
2015-08-26,160.9950729570176,163.2664977168265,157.88546864695817,162.9899139404297,339257000,0.0,0.0,0.0,174.26509429931642,,0,0.0
2015-08-27,165.1356545314382,167.14725007693076,163.61857441237913,167.0215301513672,274143900,0.0,0.0,0.0,174.0924237060547,,0,0.0
2015-08-28,166.3760924375732,167.4992327629077,165.88995420957562,167.0298614501953,160414400,0.0,0.0,0.0,173.8833853149414,,0,0.0
2015-08-31,166.0491847526366,166.9041182611144,165.1271963817873,165.68038940429688,163298800,0.0,0.0,0.0,173.66311492919922,,0,0.0
2015-09-01,161.86673148221675,163.24971406109356,159.86351379772927,160.73521423339844,256000400,0.0,0.0,0.0,173.32583679199217,,0,0.0
2015-09-02,163.12397405892193,163.82804369895797,161.2800101594332,163.7861328125,160269300,0.0,0.0,0.0,173.04706237792968,,0,0.0
2015-09-03,164.49857930842256,165.99890474830394,163.40897291360426,163.9034881591797,152087800,0.0,0.0,0.0,172.79645111083985,,0,0.0
2015-09-04,161.64044738851246,162.48699112083295,160.60111611376172,161.42251586914062,207081000,0.0,0.0,0.0,172.50694702148436,,0,0.0
2015-09-08,164.23037268580646,165.63010943304118,163.5849807951243,165.47923278808594,116025700,0.0,0.0,0.0,172.29924865722657,,0,0.0
2015-09-09,167.06341748851438,167.18913739634246,162.89772735033293,163.26651000976562,149347700,0.0,0.0,0.0,172.1210546875,,0,0.0
2015-09-10,163.07375627473954,165.30328338374406,162.81392657207593,164.15499877929688,158611100,0.0,0.0,0.0,171.95342193603517,,0,0.0
2015-09-11,163.76101743470522,164.9679795547778,163.0485706087318,164.9009246826172,119691200,0.0,0.0,0.0,171.7730484008789,,0,0.0
2015-09-14,165.07697196692197,165.12725993570356,163.8029546703359,164.28909301757812,79452000,0.0,0.0,0.0,171.58362365722655,,0,0.0
2015-09-15,164.79199173811904,166.7868330166276,164.24718837874383,166.3426055908203,113806200,0.0,0.0,0.0,171.44515869140625,,0,0.0
2015-09-16,166.6443005727278,167.97698248541326,166.300649174541,167.78419494628906,99581600,0.0,0.0,0.0,171.3137335205078,,0,0.0
2015-09-17,167.6501036986477,170.05563798888642,167.02985574836006,167.4070281982422,276046600,0.0,0.0,0.0,171.2332699584961,,0,0.0
2015-09-18,164.89035960975986,167.39264378785984,164.25846667907226,164.67129516601562,223657500,1.033,0.0,0.0,171.0918896484375,,0,0.0
2015-09-21,165.5054237516538,166.55014532891687,164.46912278663115,165.52227783203125,105726200,0.0,0.0,0.0,170.9242788696289,,0,0.0
2015-09-22,163.34859615205932,163.8372617311925,162.23645803625982,163.37387084960938,153890900,0.0,0.0,0.0,170.67531219482422,,0,0.0
2015-09-23,163.54235356130408,164.01416500034912,162.53132721250788,163.1126708984375,92790600,0.0,0.0,0.0,170.40586669921876,,0,0.0
2015-09-24,161.8909951302269,162.98627899390883,160.5513849425045,162.52288818359375,159378800,0.0,0.0,0.0,170.1257989501953,,0,0.0
2015-09-25,163.98893257322655,164.29224184163175,161.60458721302194,162.48081970214844,155054800,0.0,0.0,0.0,169.81656005859375,,0,0.0
2015-09-28,161.5792891768883,161.6888214361858,158.09123952191896,158.40296936035156,178515900,0.0,0.0,0.0,169.42274688720704,,0,0.0
2015-09-29,158.62206813284644,159.86057999609733,157.49307569664444,158.4956817626953,159045600,0.0,0.0,0.0,169.02894378662108,,0,0.0
2015-09-30,160.3913681666341,161.62145946450633,159.60782663446312,161.4529571533203,163452000,0.0,0.0,0.0,168.70836730957032,,0,0.0
2015-10-01,161.83209300935007,162.17753110883018,159.9279924380028,161.8742218017578,131079000,0.0,0.0,0.0,168.40258514404297,,0,0.0
2015-10-02,159.8858230474871,164.31749576718235,159.33817459704974,164.29222106933594,211003300,0.0,0.0,0.0,168.16511138916016,,0,0.0
2015-10-05,165.5223055674891,167.4432596637084,165.412773310527,167.2157745361328,126320800,0.0,0.0,0.0,168.02265350341796,,0,0.0
2015-10-06,167.08095365985653,167.6454432690335,165.97724913624944,166.64283752441406,110274500,0.0,0.0,0.0,167.88902069091796,,0,0.0
2015-10-07,167.5780406812964,168.36159479027472,166.38165798534357,168.0077362060547,124307300,0.0,0.0,0.0,167.74010681152345,,0,0.0
2015-10-08,167.6201489868651,169.81071655219876,167.31683982944807,169.52426147460938,153055200,0.0,0.0,0.0,167.59738372802735,,0,0.0
2015-10-09,169.66754077177745,170.10564413377404,168.99351878791342,169.6254119873047,107069200,0.0,0.0,0.0,167.45584564208986,,0,0.0
2015-10-12,169.70120387282964,169.98765898342893,169.27152120693071,169.78546142578125,56395600,0.0,0.0,0.0,167.32287384033202,,0,0.0
2015-10-13,169.05245860534882,170.32467824732245,168.5469518496693,168.7154541015625,88038700,0.0,0.0,0.0,167.18040283203126,,0,0.0
2015-10-14,168.6564467918781,169.23779040414297,167.6117252680591,167.90660095214844,99106200,0.0,0.0,0.0,167.02862731933592,,0,0.0
2015-10-15,168.57225334175197,170.49320760167373,168.20154061511798,170.4847869873047,134142200,0.0,0.0,0.0,166.91684906005858,,0,0.0
2015-10-16,170.88922068937657,171.27677470294674,170.122520421968,171.2599334716797,114580100,0.0,0.0,0.0,166.84940643310546,172.09495643615722,0,0.0
2015-10-19,170.6111699635716,171.3441619873047,170.29944008789667,171.3441619873047,76523900,0.0,0.0,0.0,166.7903546142578,172.09872901916503,0,0.0
2015-10-20,170.90605512712085,171.740145935504,170.65329527225617,171.12510681152344,78448500,0.0,0.0,0.0,166.6830014038086,172.11681045532225,0,0.0
2015-10-21,171.546329583827,171.6979777484048,169.89497671945065,170.06349182128906,102038000,0.0,0.0,0.0,166.5862664794922,172.13747283935547,0,0.0
