Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2015-05-12,174.837684841387,175.6884800563391,174.0119118920952,175.14630126953125,119727600,0.0,0.0,0.0
2015-05-13,175.5549883695053,176.1805703551255,174.9460921338678,175.1796417236328,94667900,0.0,0.0,0.0
2015-05-14,176.19726058275364,177.09810019223923,175.92200297478595,177.00634765625,95934000,0.0,0.0,0.0
2015-05-15,177.19821166992188,177.34000874758186,176.71442666687605,177.19821166992188,76510100,0.0,0.0,0.0
2015-05-18,177.03141406291414,177.9989714603012,176.9646837721458,177.74874877929688,74549700,0.0,0.0,0.0
2015-05-19,177.8654609008484,178.1407184804143,177.4066982682386,177.69029235839844,72114600,0.0,0.0,0.0
2015-05-20,177.79035532979125,178.31584815260192,177.24818948823707,177.56515502929688,76857500,0.0,0.0,0.0
2015-05-21,177.42342608029665,178.29089430511976,177.25659400888827,178.08236694335938,64764600,0.0,0.0,0.0
2015-05-22,177.69867771380288,178.11573245308634,177.59025213628956,177.656982421875,57433500,0.0,0.0,0.0
2015-05-26,177.16482481188226,177.59022873549696,175.32978674633526,175.74684143066406,124308600,0.0,0.0,0.0
2015-05-27,176.20558316732436,177.64858863974092,175.79686504340404,177.4150390625,93214000,0.0,0.0,0.0
2015-05-28,177.10642073217215,177.32328455790875,176.52254679557575,177.21485900878906,74974600,0.0,0.0,0.0
2015-05-29,177.1481766871835,177.1898719794777,175.8469679255874,176.11387634277344,124919600,0.0,0.0,0.0
2015-06-01,176.78115058893178,177.114789262304,175.6801200573042,176.4725341796875,93338800,0.0,0.0,0.0
2015-06-02,176.0137691398689,176.98967561050338,175.38818708991096,176.29736328125,91531000,0.0,0.0,0.0
2015-06-03,176.83114981874428,177.39000145360774,176.27229818388082,176.76441955566406,87820900,0.0,0.0,0.0
2015-06-04,176.05545760755646,176.71439836024885,174.95442721268049,175.27139282226562,151882800,0.0,0.0,0.0
2015-06-05,175.12123340838804,175.64672630543546,174.31214642269472,174.97109985351562,121704700,0.0,0.0,0.0
2015-06-08,174.86268096989306,175.01282726891262,173.82004429822382,173.89511108398438,89063300,0.0,0.0,0.0
2015-06-09,173.8701171875,174.41229598171893,173.23619856960607,173.8701171875,105034700,0.0,0.0,0.0
2015-06-10,174.63745857318546,176.33904865801748,174.57907754098412,175.95535278320312,134551300,0.0,0.0,0.0
2015-06-11,176.39744370865216,176.90625092683163,176.163894106291,176.52256774902344,73876400,0.0,0.0,0.0
2015-06-12,175.6967728102154,176.39742152920243,174.896022326018,175.17127990722656,135382400,0.0,0.0,0.0
2015-06-15,174.0285456547022,174.704172080691,173.3195477328024,174.4205780029297,124384200,0.0,0.0,0.0
2015-06-16,174.27046002957007,175.4549065043443,174.09530419382784,175.37149047851562,85308200,0.0,0.0,0.0
2015-06-17,175.6551055908203,176.26401465162957,174.62915453353233,175.6551055908203,126708600,0.0,0.0,0.0
2015-06-18,176.25563928094192,177.94888019106634,175.68845104961866,177.48178100585938,165867900,0.0,0.0,0.0
2015-06-19,177.23873999108014,177.31417192631662,176.31675148460374,176.6939239501953,130478700,1.03,0.0,0.0
2015-06-22,177.6158880068531,178.18583515828453,177.38957944288714,177.59912109375,70696000,0.0,0.0,0.0
2015-06-23,177.80869056363647,178.06014314189434,177.33094217541498,177.72486877441406,68476800,0.0,0.0,0.0
2015-06-24,177.45669242186415,177.8338649590575,176.40898382443174,176.4341278076172,92307300,0.0,0.0,0.0
2015-06-25,176.93697523620966,177.0626951110581,175.8222121180597,175.89764404296875,97107400,0.0,0.0,0.0
2015-06-26,176.25807760134447,176.50115311728848,175.3109578847689,175.86415100097656,104174800,0.0,0.0,0.0
2015-06-29,174.38062200143642,175.87255802519303,172.1008070639049,172.17623901367188,202621300,0.0,0.0,0.0
2015-06-30,173.71839569955134,173.76869643598607,172.05882950059197,172.53659057617188,182925100,0.0,0.0,0.0
2015-07-01,174.11236093709672,174.36381349909647,173.1317074557654,173.91958618164062,135979900,0.0,0.0,0.0
2015-07-02,174.39732973948043,174.56496050077095,173.3412316434763,173.76031494140625,104373700,0.0,0.0,0.0
2015-07-06,172.46958273607643,174.04532759330135,172.26841810371553,173.26583862304688,117975400,0.0,0.0,0.0
2015-07-07,173.46696840732312,174.48114285022095,171.0781884368879,174.3554229736328,173820200,0.0,0.0,0.0
2015-07-08,173.0144175920467,173.29939128115328,171.19559687357832,171.43028259277344,164020100,0.0,0.0,0.0
2015-07-09,173.5340018848408,173.79384426592938,171.63137296989152,171.74032592773438,144113100,0.0,0.0,0.0
2015-07-10,173.7435630591652,174.32190010664615,171.78225612463643,173.90281677246094,129456900,0.0,0.0,0.0
2015-07-13,175.16842048775808,175.93114227866695,175.12650960510456,175.8221893310547,106069400,0.0,0.0,0.0
2015-07-14,175.78032803694649,176.89509132510088,175.7216502267971,176.5849609375,81709600,0.0,0.0,0.0
2015-07-15,176.62683627094404,177.08783043855627,176.0484992960675,176.52626037597656,97914100,0.0,0.0,0.0
2015-07-16,177.58237646460157,177.9427947998047,177.33931374643913,177.9427947998047,106683300,0.0,0.0,0.0
2015-07-17,177.93443521680734,178.15236678334605,177.52374164493582,178.09368896484375,89030000,0.0,0.0,0.0
2015-07-20,178.3199617895052,178.6803673242412,177.8673574080726,178.18585205078125,70446800,0.0,0.0,0.0
2015-07-21,178.05175878162086,178.31160122046188,177.18007097810224,177.4818115234375,77965000,0.0,0.0,0.0
2015-07-22,176.7945041490174,177.49857392985072,176.76098310679174,177.16329956054688,88667900,0.0,0.0,0.0
2015-07-23,177.29740850437798,177.39798442000836,175.8054727386166,176.16587829589844,90509100,0.0,0.0,0.0
2015-07-24,176.2664393107877,176.3251043225531,174.003392038746,174.33865356445312,117755000,0.0,0.0,0.0
2015-07-27,173.4502566317459,173.96153894141415,172.88029650141178,173.32452392578125,132361100,0.0,0.0,0.0
2015-07-28,174.16269178437958,175.59596278817793,173.33291475165416,175.45347595214844,123544800,0.0,0.0,0.0
2015-07-29,175.5791126804828,176.88665035810365,175.43662591196318,176.6603546142578,105791300,0.0,0.0,0.0
2015-07-30,176.14910796150576,176.86993179915348,175.52886003023414,176.70230102539062,91304400,0.0,0.0,0.0
2015-07-31,177.20523980059806,177.2303837837835,176.14915413857435,176.4341278076172,103266900,0.0,0.0,0.0
2015-08-03,176.40052628816434,176.4591912923643,174.8834341880546,175.8389434814453,113965700,0.0,0.0,0.0
2015-08-04,175.7635527602922,176.2245469987891,175.00920785323092,175.49534606933594,81820800,0.0,0.0,0.0
2015-08-05,176.39213348220505,177.11295716790562,175.78865259234382,176.07363891601562,85786800,0.0,0.0,0.0
2015-08-06,176.25808233183133,176.3670481032417,174.04532259702313,174.63204956054688,116030800,0.0,0.0,0.0
2015-08-07,174.47277355415326,174.6236374127741,173.39153140973815,174.2967529296875,117858000,0.0,0.0,0.0
2015-08-10,175.41154029927264,176.57659159598262,175.41154029927264,176.49278259277344,80270700,0.0,0.0,0.0
2015-08-11,175.15169059677163,175.5707739330726,174.13750329558363,174.90023803710938,126081400,0.0,0.0,0.0
2015-08-12,173.5926619133325,175.2941388615265,172.12587055872348,175.1097412109375,172123700,0.0,0.0,0.0
2015-08-13,174.95052597849957,175.63782878889944,174.3470449511172,174.89186096191406,89383300,0.0,0.0,0.0
2015-08-14,174.6991103610128,175.60433209350603,174.5566235312793,175.52890014648438,72786500,0.0,0.0,0.0
2015-08-17,174.93374654716737,176.50949096679688,174.47275238607628,176.50949096679688,79072600,0.0,0.0,0.0
2015-08-18,176.23290034070618,176.58492876924595,175.7635291026532,175.9982147216797,71692700,0.0,0.0,0.0
2015-08-19,175.25228226373437,176.02339413713827,173.7938803074875,174.60690307617188,172946000,0.0,0.0,0.0
2015-08-20,173.0897680789831,174.58170350140728,170.90215289158934,170.96083068847656,194327900,0.0,0.0,0.0
2015-08-21,169.08335906329378,170.93571303467735,165.55468453829255,165.81451416015625,346588500,0.0,0.0,0.0
2015-08-24,157.14779471523326,165.52106736211036,152.88151878554197,158.83250427246094,507244300,0.0,0.0,0.0
2015-08-25,163.8029323777058,163.81969929482182,156.67013747937878,156.9635009765625,369833100,0.0,0.0,0.0
2015-08-26,160.9950126688734,163.26643657809737,157.8854095232737,162.98985290527344,339257000,0.0,0.0,0.0
2015-08-27,165.1356394449394,167.14723480665614,163.61855946447804,167.02151489257812,274143900,0.0,0.0,0.0
2015-08-28,166.3760924375732,167.4992327629077,165.88995420957562,167.0298614501953,160414400,0.0,0.0,0.0
2015-08-31,166.04920004539088,166.90413363260612,165.12721158962853,165.68040466308594,163298800,0.0,0.0,0.0
2015-09-01,161.8667468484221,163.24972955858715,159.86352897376676,160.7352294921875,256000400,0.0,0.0,0.0
2015-09-02,163.1240196502233,163.8280894870388,161.28005523536754,163.7861785888672,160269300,0.0,0.0,0.0
2015-09-03,164.4986099368021,165.9989356560326,163.4090033391074,163.9035186767578,152087800,0.0,0.0,0.0
2015-09-04,161.64046266790194,162.4870064802437,160.60113129490634,161.4225311279297,207081000,0.0,0.0,0.0
2015-09-08,164.23037268580646,165.63010943304118,163.5849807951243,165.47923278808594,116025700,0.0,0.0,0.0
2015-09-09,167.06340187486865,167.18912177094705,162.89771212601008,163.26649475097656,149347700,0.0,0.0,0.0
2015-09-10,163.0736956416046,165.3032219216393,162.81386603554935,164.15493774414062,158611100,0.0,0.0,0.0
2015-09-11,163.76098712808533,164.96794902479007,163.04854043396173,164.90089416503906,119691200,0.0,0.0,0.0
2015-09-14,165.0769106390603,165.12719858915932,163.80289381578527,164.28903198242188,79452000,0.0,0.0,0.0
2015-09-15,164.7919615050199,166.78680241755052,164.24715824559553,166.3425750732422,113806200,0.0,0.0,0.0
2015-09-16,166.64431572785148,167.976997761735,166.30066429841204,167.78421020507812,99581600,0.0,0.0,0.0
2015-09-17,167.6501648224272,170.05569998970293,167.0299166460025,167.40708923339844,276046600,0.0,0.0,0.0
2015-09-18,164.89043600520006,167.39272134263464,164.25854278174978,164.67137145996094,223657500,1.033,0.0,0.0
2015-09-21,165.50548478059525,166.55020674309193,164.46918343344404,165.5223388671875,105726200,0.0,0.0,0.0
2015-09-22,163.34859615205932,163.8372617311925,162.23645803625982,163.37387084960938,153890900,0.0,0.0,0.0
2015-09-23,163.54235356130408,164.01416500034912,162.53132721250788,163.1126708984375,92790600,0.0,0.0,0.0
2015-09-24,161.8910103296894,162.9862942962043,160.551400016195,162.5229034423828,159378800,0.0,0.0,0.0
2015-09-25,163.98894797364449,164.29225727053387,161.60460238952285,162.4808349609375,155054800,0.0,0.0,0.0
2015-09-28,161.5792424826066,161.68877471025073,158.09119383563757,158.40292358398438,178515900,0.0,0.0,0.0
2015-09-29,158.62203759093322,159.86054921571466,157.49304537211324,158.4956512451172,159045600,0.0,0.0,0.0
2015-09-30,160.39130753279755,161.62139836565,159.6077662968341,161.45289611816406,163452000,0.0,0.0,0.0
2015-10-01,161.83207775453218,162.1775158214502,159.9279773626716,161.87420654296875,131079000,0.0,0.0,0.0
2015-10-02,159.8858378970279,164.31751102831882,159.33818939572726,164.292236328125,211003300,0.0,0.0,0.0
2015-10-05,165.52226025471964,167.44321382506573,165.4127280277427,167.21572875976562,126320800,0.0,0.0,0.0
2015-10-06,167.0809995565731,167.64548932081397,165.97729472978116,166.64288330078125,110274500,0.0,0.0,0.0
2015-10-07,167.57802546153314,168.36157949934756,166.38164287423808,168.00772094726562,124307300,0.0,0.0,0.0
2015-10-08,167.6201791616669,169.8107471213442,167.3168699496485,169.5242919921875,153055200,0.0,0.0,0.0
2015-10-09,169.66752550919867,170.1056288317853,168.9935035859668,169.62539672851562,107069200,0.0,0.0,0.0
2015-10-12,169.70123437526317,169.98768953735046,169.2715516321322,169.78549194335938,56395600,0.0,0.0,0.0
2015-10-13,169.05250447315305,170.324724460309,168.546997580318,168.7154998779297,88038700,0.0,0.0,0.0
2015-10-14,168.65646211881062,169.23780578390608,167.61174050005084,167.9066162109375,99106200,0.0,0.0,0.0
2015-10-15,168.57225334175197,170.49320760167373,168.20154061511798,170.4847869873047,134142200,0.0,0.0,0.0
2015-10-16,170.8891750120979,171.27672892207804,170.12247494962193,171.2598876953125,114580100,0.0,0.0,0.0
2015-10-19,170.6111699635716,171.3441619873047,170.29944008789667,171.3441619873047,76523900,0.0,0.0,0.0
2015-10-20,170.90603988786407,171.74013062187345,170.65328005553732,171.12509155273438,78448500,0.0,0.0,0.0
2015-10-21,171.5464065430035,171.6980547756138,169.89505293779666,170.06356811523438,102038000,0.0,0.0,0.0
2015-10-22,171.01556917030004,173.14715450062192,170.06352550700083,172.9365234375,174911700,0.0,0.0,0.0
2015-10-23,174.6131474240544,175.2029118164298,173.81275197326642,174.8321990966797,144442300,0.0,0.0,0.0
2015-10-26,174.65525615013965,174.7142261546555,174.0317836607118,174.40249633789062,69033000,0.0,0.0,0.0
2015-10-27,173.72847335649345,174.40249523292104,173.38303537713833,174.06549072265625,77905800,0.0,0.0,0.0
2015-10-28,174.40247559707362,176.07066959009023,173.73688726467444,176.04539489746094,135906700,0.0,0.0,0.0
2015-10-29,175.53992790803008,176.3150486544722,175.4219750304389,175.9443359375,90525500,0.0,0.0,0.0
2015-10-30,176.13812221490062,176.45828555208965,175.02599686113376,175.18606567382812,131076900,0.0,0.0,0.0
2015-11-02,175.51464857274294,177.45244395970374,175.38826222844173,177.2586669921875,86270800,0.0,0.0,0.0
2015-11-03,176.90481459210358,178.32868260572008,176.67732944907797,177.77261352539062,95246100,0.0,0.0,0.0
2015-11-04,178.06745606575967,178.1938295259018,176.69413780469927,177.2333526611328,96224500,0.0,0.0,0.0
2015-11-05,177.29234799064707,177.75573883720955,176.16336873240255,177.0564422607422,78408700,0.0,0.0,0.0
2015-11-06,176.7110286618795,177.19969423595754,175.632598724569,176.96377563476562,110471500,0.0,0.0,0.0
2015-11-09,176.34874014234128,176.50040118504046,174.36038249471315,175.31243896484375,131008700,0.0,0.0,0.0
2015-11-10,174.83220486445833,175.75056607991806,174.56260378586373,175.71685791015625,75874600,0.0,0.0,0.0
2015-11-11,175.98646281228974,176.03701220843809,174.95858223760922,175.02598571777344,67846000,0.0,0.0,0.0
2015-11-12,173.98126552304709,174.45307706752146,172.56583088962398,172.58267211914062,121315200,0.0,0.0,0.0
2015-11-13,172.16980054771088,172.43940156770776,170.5605764726982,170.6448211669922,153577100,0.0,0.0,0.0
2015-11-16,170.45951781833017,173.29882051668048,170.34155207793796,173.23983764648438,117645200,0.0,0.0,0.0
2015-11-17,173.55154998468225,174.43619003553545,172.61634768712784,173.11343383789062,121123700,0.0,0.0,0.0
2015-11-18,173.5937148190202,176.00333502147342,173.551598885416,175.860107421875,121342500,0.0,0.0,0.0
2015-11-19,175.7421456337418,176.12971247932526,175.4135616616627,175.7084503173828,88220500,0.0,0.0,0.0
2015-11-20,176.4667077677049,177.03119749225422,175.9696215282227,176.3487548828125,94011500,0.0,0.0,0.0
2015-11-23,176.4077258622485,176.91323268232725,175.68315451649283,176.14654541015625,64931200,0.0,0.0,0.0
2015-11-24,175.1355163686031,176.78686959890234,174.7479624026503,176.38246154785156,98874400,0.0,0.0,0.0
2015-11-25,176.50879538089964,176.71100578893396,176.0959539521244,176.35714721679688,51980100,0.0,0.0,0.0
2015-11-27,176.44982443738556,176.76156711113978,175.96959236273963,176.55935668945312,37317800,0.0,0.0,0.0
2015-11-30,176.71945913446422,176.83741201369105,175.71685323308637,175.82638549804688,112822700,0.0,0.0,0.0
2015-12-01,176.458253782647,177.62094118235112,176.18021928028742,177.5029754638672,97858400,0.0,0.0,0.0
2015-12-02,177.45244662633874,177.77260994296742,175.43881426017808,175.6915740966797,108441300,0.0,0.0,0.0
2015-12-03,175.9443594568589,176.21396056057796,172.50685860710803,173.23143005371094,166224200,0.0,0.0,0.0
2015-12-04,173.2313918280088,176.90479765389327,173.2313918280088,176.6099090576172,192913900,0.0,0.0,0.0
2015-12-07,176.2813142008919,176.7025762517463,174.57099130289473,175.53990173339844,102027100,0.0,0.0,0.0
2015-12-08,173.97281291926055,175.4893460745346,173.37461512800172,174.36036682128906,103372400,0.0,0.0,0.0
2015-12-09,173.72008756531503,175.81796484564208,172.02660549364796,173.00393676757812,162401500,0.0,0.0,0.0
2015-12-10,173.0713061637851,174.76477504598236,172.83540043460033,173.450439453125,116128900,0.0,0.0,0.0
2015-12-11,171.3272871354769,171.9928755421941,169.7770329643682,170.08877563476562,211173300,0.0,0.0,0.0
2015-12-14,170.24889727270963,171.07456751519047,168.46273695383752,170.94818115234375,182385200,0.0,0.0,0.0
2015-12-15,172.4647175201271,173.65267984017308,170.9228965452398,172.7427520751953,154069600,0.0,0.0,0.0
2015-12-16,173.87170104461467,175.57360339127476,172.5489448421551,175.27029418945312,197017000,0.0,0.0,0.0
2015-12-17,175.58200143383243,175.64940489845023,172.58261796576988,172.59947204589844,173092500,0.0,0.0,0.0
2015-12-18,171.85537366195902,171.9909699841707,169.3636085710236,169.52464294433594,251393500,1.212,0.0,0.0
2015-12-21,170.70269462117898,171.1010386626391,169.5839378411441,170.9230499267578,99094300,0.0,0.0,0.0
2015-12-22,171.81298115782678,172.7707036640907,170.82136280667632,172.47406005859375,111026200,0.0,0.0,0.0
2015-12-23,173.48263566709488,174.65224278736596,173.38940592660356,174.60986328125,110987200,0.0,0.0,0.0
2015-12-24,174.35559456797586,174.8725934911412,174.10133047041091,174.32168579101562,48539600,0.0,0.0,0.0
2015-12-28,173.62671149921476,173.9657216752346,172.84697774844173,173.92335510253906,65899900,0.0,0.0,0.0
2015-12-29,175.02514084505722,176.10998890368484,174.99124500115403,175.77944946289062,92640700,0.0,0.0,0.0
2015-12-30,175.5336406392658,175.61839963392814,174.38945887335893,174.53353881835938,63317700,0.0,0.0,0.0
2015-12-31,173.85553470295253,174.49965915189773,172.78762817382812,172.78762817382812,114877900,0.0,0.0,0.0
2016-01-04,169.92296757662837,170.38063259302376,168.31263696043297,170.37216186523438,222353500,0.0,0.0,0.0
